25509,41327
12586,51058
19551,51184
26223,58511
15605,213338
25091,59455
61568,270248
2906,41095
7575,51561
24940,25291
53587,57724
35753,43766
49605,213050
34019,44527
13760,58057
29208,213151
1239,204151
20940,28917
24482,29208
25091,57407
3216,57118
41327,203993
1764,197915
8764,12637
36351,42579
14907,57112
52320,62023
24482,31042
1241,6233
200462,202365
3216,8302
53356,58057
24482,146981
8038,37721
6939,18150
1103,55219
5394,51185
28008,267613
50245,140984
3170,21472
47957,207063
6939,138627
7195,199610
24482,29605
12552,60476
4455,23367
38195,58511
1828,52699
35710,59796
15606,34224
29075,209097
15605,204482
1239,45102
23106,28598
39122,51269
1239,15695
36351,53062
9119,41327
34288,199468
20932,198385
34233,137409
6939,37668
9318,34927
50629,56478
61568,266620
6663,54994
49605,200278
38001,132602
13237,48152
1828,42739
6939,264301
41378,136557
47998,398465
5713,8374
12353,35280
13002,35598
14907,49870
15547,20647
1103,24492
34800,42649
17898,36351
28663,37497
47638,199283
33941,50877
14593,63927
24516,38022
9790,35280
37721,58453
35598,47895
3214,4775
61568,266094
58750,136557
29075,48173
7524,35280
32308,58511
3216,12850
14537,57507
31025,132337
21700,28329
20932,202707
917,24482
24482,62955
7575,58907
53137,264265
49183,205112
4134,199524
63920,149446
3214,12741
9063,20932
6939,48053
12969,37721
29050,49709
22822,59890
24482,43567
25091,42689
25091,205206
4800,42473
37721,50877
51050,58057
29802,394177
267613,269646
8283,51088
35598,47372
16552,45102
49453,51088
22652,396984
28876,28917
1828,327733
34288,37662
6939,58246
8304,41805
12496,398465
38561,38790
47441,48467
41805,139057
6939,51500
29075,271253
328320,328670
24516,51185
12808,20764
132337,199995
6939,21949
51055,52320
20764,29329
23855,38001
328137,396986
35793,132337
31025,39351
199524,203605
51185,198545
13237,42755
12552,16265
47787,198781
33763,37662
47957,59796
559,44034
132857,137409
51184,132337
25091,136907
29413,210937
4826,135607
1764,34549
50509,60501
20811,36994
6939,28309
1828,2687
49505,58057
35710,41313
8447,50581
8648,13237
25160,200497
2716,14840
4455,203489
5482,58511
20676,137409
7660,17408
44684,47147
15447,42473
35600,41327
28725,37662
6939,13984
1764,13213
20677,39737
48173,59890
9268,27281
24429,34288
53167,265141
16117,24482
29286,58299
20764,43407
61568,263582
1764,28979
37054,39737
9063,57777
29467,199163
15695,34177
12400,60501
6461,43996
37315,328512
25091,32244
24516,142049
13237,199524
35280,266269
8560,204708
11170,137409
15605,28788
34800,35297
12859,15605
12923,39351
12741,51184
15605,39063
29075,34428
8492,34056
13984,52320
12637,44735
21412,196844
265914,267469
4213,8359
38790,63920
13237,45701
9049,12958
20764,198792
20811,26667
8447,328832
41327,47638
20940,47147
33353,137409
4651,24724
37468,328474
6939,59514
56910,207327
34854,206825
35280,61704
7713,9158
4229,39120
1680,20766
55256,61595
202032,207594
49605,51402
21453,41095
36351,263444
7979,13760
1140,30870
9268,132579
44901,59890
12779,47138
327767,327804
20647,57777
267613,267665
12779,49605
4382,7713
13237,206825
9002,9595
63927,133210
29467,209110
4651,53828
15133,35280
37680,41564
1103,35826
47692,199790
1248,20932
13414,34224
35280,146834
20055,58511
60068,136907
12876,39122
13760,50300
37558,58299
1828,264002
52320,211307
19551,196621
35598,200924
8660,44513
17976,24482
51185,199163
50877,208189
3465,137409
47787,264528
13370,36351
47734,206356
20764,34086
34854,199284
37468,37662
52965,267157
47692,205769
1828,266388
203329,271253
20847,34549
41805,48101
3216,32035
6939,31564
3257,37349
4788,48919
328334,328336
38090,47957
12684,31133
24637,34927
48314,49605
9500,137409
1828,29670
41805,203329
7713,38008
35426,47957
39351,57752
36994,47957
13150,25091
25198,37239
25091,47481
24516,40676
559,62663
16276,205112
8447,8544
15576,44103
24482,47850
21412,396998
12329,12552
6939,37225
136557,139225
41327,60068
34927,198726
12695,58299
14061,59325
23764,41666
61568,265043
15435,16276
4826,16735
8821,34288
42473,328832
3214,42473
35000,47147
8359,34655
14537,213035
16265,207841
35598,49666
50287,137409
18218,132337
5713,35574
8447,201401
8896,398465
23764,132203
9266,55803
20932,20940
11708,32097
1239,196752
58057,62217
58507,199524
28334,267613
3238,20764
1140,44684
1140,42861
8641,29467
16552,199283
35717,39351
47215,210937
7195,137409
53356,60011
3223,29075
12576,34224
36968,328137
61595,264996
132337,150220
51184,59908
41047,208059
8218,20672
39122,212708
6939,39791
7713,58057
5713,203372
51167,51185
6939,197301
29075,49808
20932,53334
327804,328164
4826,56035
13760,205917
15817,29140
4775,25091
12637,209138
6939,52901
8492,8641
8985,57931
63920,398465
20764,31742
12519,24482
29802,49605
5713,16637
12859,24875
10929,55176
30740,34288
4058,41095
28676,35280
8368,13194
5398,58057
3303,41435
13237,202617
58952,137991
16265,47957
8220,393950
31376,58511
42541,61349
8283,52000
12637,19711
7713,44858
21245,59890
16247,50877
7682,137409
49870,52320
63199,140627
61292,132337
13767,50058
35916,51185
6677,51184
4455,20562
14537,44735
34655,41811
28917,199181
29177,202032
15830,31673
51430,205206
213035,267613
8881,44217
15743,20932
63916,132825
52814,61568
13335,23951
8888,44034
3170,6233
63399,328320
8468,8551
12637,44444
24482,196881
1828,34019
8492,203784
13194,50673
14537,199346
7713,44684
47787,61081
199524,200612
23673,140659
1764,41805
31287,47872
28329,28917
36351,48641
6661,50673
25291,212567
50629,262761
14061,14907
13760,16552
4150,63927
34224,60350
34872,398447
1239,38047
559,20546
34872,199524
6939,61012
25091,56444
17665,133713
6939,327892
1836,39120
26459,37468
199181,204805
6939,61081
56550,60501
2381,11232
63956,132849
47787,262907
50629,197981
12297,34177
39120,197422
1239,34691
35280,47998
9658,23764
29632,30132
30132,34854
328016,328317
16735,266434
13237,56595
21412,56630
15547,34288
6939,37908
7713,9228
39090,47147
20804,41676
20764,202321
5713,29838
23175,53828
34854,38040
8896,15169
136907,267613
13414,23673
327804,327907
34872,41998
34549,58280
3214,34702
47787,264288
28716,56704
15605,34087
61568,267462
