IXOR,18,SE,Malm?,www.ixor.se,61.0631267,-0.0979238
CNIX,18,CN,Beijing,www.cnix.com.cn,39.9390731,116.1172651
IX.py,18,PY,San Lorenzo,ix.py,-25.33599,-57.5503948
YXEIX,18,CA,Saskatoon,yxeix.ca,52.1506017,-106.8044948
GR-IX Thessaloniki,18,GR,Thessaloniki,www.gr-ix.gr,40.6212524,22.9110077
WAF-IX Lagos,18,NG,Lagos,www.wafix.net,6.5483768,3.1438705
CSL Thai-IX Bangkok,18,TH,Bangkok,www.cslthai-ix.net,13.7251088,100.3529063
Manama IX,18,BH,Manama,www.mn-ix.com,26.2266894,50.5539721
Aperture-IX,18,HK,Hong Kong,ix.apernet.io,22.3531176,113.8474978
RVA-IX,17,US,Ashland,rva-ix.net,40.867235,-82.3441085
MIXP,17,MU,Ebene,www.mixp.org,-20.2444666,57.4847334
JXIX,17,US,Jacksonville,jxix.org,30.345284,-81.9633059
Tirol-IX,17,AT,Innsbruck,www.tirol-ix.at,47.2856026,11.2387048
INEX Cork,17,IE,Cork,www.inex.ie,51.8960902,-8.53309
IXP-MegaLink,17,BO,LA PAZ,ixp.MegaLink.com,-16.5205361,-68.1941185
PIPE Networks Brisbane,17,AU,Brisbane,www.pipenetworks.com,-27.3798035,152.4327088
NAP.EC-UIO,17,EC,Quito,www.nap.ec,-0.1859053,-78.7107436
CABASE-ROS,17,AR,Rosario,www.cabase.org.ar,-32.9520457,-60.76668
MSK-IX Samara,17,RU,Samara,www.msk-ix.ru,53.2609904,49.9178924
STHIX Gothenburg,17,SE,Gothenburg,www.sthix.net,57.7010496,11.6136553
PTT S?o Lu¨ªs,17,BR,S?o Lu¨ªs,ix.br,-2.5604588,-44.3281632
RomandIX,17,CH,Lausanne,www.romandix.ch,46.5286307,6.5124096
Breizh-IX,17,FR,Rennes,www.breizh-ix.net,48.1160089,-1.7584947
AMS-IX New York,17,US,New York,nynj.ams-ix.net,40.6976701,-74.2598743
PS-IX Ramallah,17,PS,Ramallah,ps-ix.ps,31.9074189,35.1708624
IX42 LAS,17,US,Las Vegas,ix42.org,36.1252285,-115.455196
GeekIX Taoyuan,17,TW,Taoyuan,ix.geeknetworks.com.au,24.9745468,121.0706468
IXCardiff,16,GB,Cardiff,www.linx.net,51.5023268,-3.27509
FNIX6,16,FR,Paris,,48.8589507,2.2770197
TahoeIX,16,US,Northern Nevada,www.tahoeix.org,39.5581241,-120.1310354
ArmIX,16,AM,Yerevan,armix.am,40.1535684,44.3484808
PIPE Networks Melbourne,16,AU,Melbourne,www.pipenetworks.com,-37.970154,144.4926753
Netnod Gothenburg,16,SE,Gothenburg,www.netnod.se,57.7010496,11.6136553
MSK-IX Vladivostok,16,RU,Vladivostok,www.msk-ix.ru,43.166752,131.8133722
MMIX,16,MM,Yangon,www.mm-ix.net,16.8396098,95.9013688
Beirut IX,16,LB,Beirut,www.beirutix.net,33.8892846,35.4692627
IX.br (PTT.br) Cascavel,16,BR,Cascavel,ix.br,-24.9635987,-53.5423925
CyrusOne IX Houston,16,US,Houston,www.cyrusone.com,29.8174782,-95.6814907
STUIX,16,TW,Taipei City,stuix.io,25.0856513,121.4214131
RO-CIX,16,RO,Bucharest,roix.net,44.4379853,25.9545519
DCI-IX,16,ID,Bekasi,dci-indonesia.com,-6.2841796,106.8332881
Equinix Toronto,15,CA,Toronto,ix.equinix.com,43.7184038,-79.5181438
NIX2,15,NO,Oslo,www.nix.no,59.8939529,10.6450336
ULN-IX,15,RU,Ulyanovsk,www.uln-ix.ru,54.2798627,48.1051366
KS-IX,15,UA,Kherson,ix.ks.ua,46.6496689,32.5377413
Netnod Sundsvall,15,SE,Sundsvall,www.netnod.se,62.3961878,17.153137
NAP Colombia,15,CO,Bogota,nap.co,4.6486259,-74.2478961
MOZIX,15,MZ,Maputo,www.mozix.org.mz,-25.8960873,32.5406428
MD-IX,15,MD,Chisinau,www.moldtelecom.md,47.0000178,28.7180913
Equinix Dublin,15,IE,Dublin,www.equinix.ie,53.3244431,-6.3857882
ANIX,15,AL,Tirana,www.anix.al,41.3310413,19.7828036
Equinix Bogota,15,CO,Bogota,www.equinix.com,4.6486259,-74.2478961
Bharat IX - Mumbai,15,IN,Mumbai,www.bharatix.net,19.0825223,72.7410976
ix.kw,15,KW,Kuwait City,ix.kw,29.3761015,47.9643571
BelgiumIX,15,BE,Brussels,belgiumix.net,50.8550625,4.3053499
AuvernIX,14,FR,Clermont-Ferrand,www.auvernix.org,45.787119,3.0777065
OttIX,14,CA,Ottawa,www.ottix.net,45.2502975,-76.0804473
MegaIX Seattle,14,US,Seattle,megaport.com,47.6131746,-122.4821496
CABASE-MDQ,14,AR,Mar Del Plata,www.cabase.org.ar,-38.0172131,-57.7406196
GIX,14,SE,Gothenburg,www.gix.se,57.7010496,11.6136553
SYMC-IX,14,TH,Bangkok,www.symphony.net.th,13.7251088,100.3529063
IX Liverpool,14,GB,Liverpool,www.ixliverpool.net,53.4123001,-3.0561429
HVIX,14,PL,Warsaw,,52.2330269,20.7810087
A.IX,14,LB,Beirut,www.a-ix.org,33.8892846,35.4692627
CHC-IX,14,NZ,Christchurch,ix.nz,-43.5118079,172.4589167
RDC-IX Kinshasa,14,CD,Kinshasa,www.ispa-drc.cd,-7.9206722,16.0199372
WRIX,14,PL,Wroc?aw,wrix.org,51.1272097,16.8517794
SAIX Saudi Arabia,14,SA,Riyadh,saix.sa,24.7253981,46.262024
THAI-IX,14,TH,Bangkok,www.cslthai-ix.net,13.7251088,100.3529063
SEECIX,14,GR,Athens,www.seecix.net,37.9909517,23.6682988
IIX-Jabar,14,ID,Bandung,www.iix.net.id,-6.9032739,107.5731164
InterAUS - Sydney IX,14,AU,Sydney,interaus.com.au,-33.7744108,150.3719417
Digital Realty | Telx Dallas,13,US,Dallas,ix.digitalrealty.com,32.8209296,-97.0117503
Digital Realty | Telx Phoenix,13,US,Phoenix,ix.digitalrealty.com,33.6056711,-112.4052484
WPGIX,13,CA,Winnipeg,wpgix.ca,49.8539272,-97.4324122
T-CIX,13,BG,Sofia,www.t-cix.net,42.6955992,23.1838608
iAIX,13,HK,Hong Kong,www.iadvantage.net,22.3531176,113.8474978
GraX,13,AT,Graz,www.grax.at,47.0736852,15.3717497
CABASE-POS,13,AR,Posadas,www.cabase.org.ar,-27.3962288,-55.9595354
PTT Caxias do Sul,13,BR,Caxias do Sul,ix.br,-29.1653408,-51.2437934
CNI-IX Jakarta,13,ID,Jakarta,www.cni.net.id,-6.2293867,106.6894291
KIVIX,13,MD,Chisinau,www.kivix.net,47.0000178,28.7180913
IX.LODZ.PL,13,PL,?¨®d?,ix.lodz.pl,51.6149119,18.2460083
Sea-IX,13,RU,Krasnodar,sea-ix.ru,45.0579184,38.8575884
MEX-IX,13,US,McAllen,www.mdcdatacenters.com,26.2262221,-98.3967284
GREX,13,GD,St. George's,ix.gd,12.0539888,-61.7588454
DE-CIX Chennai,13,IN,Chennai,www.de-cix.in,13.0480438,79.9288072
IXP HEL,13,FI,Helsinki,www.ixp.cat,60.11021,24.7385011
IXPN Abuja,13,NG,Abuja,www.ixp.net.ng,9.0546462,7.2542678
Puerto Rico Internet Exchange,13,PR,San Juan,www.puertoricoix.net,18.3893875,-66.1305135
SNS-IX,13,UZ,Tashkent,www.sns-ix.uz,41.2827706,69.1392806
FSIX,13,NO,Sandefjord,fsix.no,59.1383739,10.1723634
GTIX,13,GT,Guatemala,www.ixp.gt,15.7166725,-92.4797844
JumboIX,13,PE,Lima,www.iptp.com,-12.025827,-77.2679825
DE-CIX Chicago,13,US,Chicago,www.de-cix.net,41.8339042,-88.0121566
OPTIX,13,US,Fremont,www.optix.co.rs,37.5305464,-122.0818594
AMS-IX Caribbean,12,CW,Curacao,www.ams-ix.cw,12.2088296,-69.2132048
Any2 Chicago,12,US,Chicago,www.coresite.com,41.8339042,-88.0121566
CHIX-NZ,12,NZ,Christchurch,chix.nzix.net,-43.5118079,172.4589167
IIX-Jogja,12,ID,Yogyakarta,diy.apjii.or.id,-2.3756509,99.538312
DN-IX,12,UA,Donetsk,ix.dn.ua,47.9902621,37.6214355
CABASE-BHB,12,AR,Bah¨ªa Blanca,www.cabase.org.ar,-38.7210747,-62.3264127
DjIX,12,DJ,Djibouti,www.djiboutidatacenter.com,11.8138161,41.5058648
IX Palmas,12,BR,Palmas,www.microtel.net.br,-10.2596918,-48.487323
ANG-IX,12,AO,Luanda,www.angola-ixp.ao,-8.8533562,13.2140634
Peru IX (PIT Peru sac) - Arequipa,12,PE,Arequipa,www.peruix.net,-16.4039671,-71.5740312
TRUE-IX,11,TH,Bangkok,trueix.trueintergateway.com,13.7251088,100.3529063
YEGIX,11,CA,Edmonton,www.yegix.ca,53.5558749,-113.7729069
NIXI Kolkata,11,IN,Kolkata,nixi.in,22.6763858,88.0495267
TOUIX,11,FR,Toulouse,www.touix.net,43.6008029,1.3628006
BINX,11,BW,Gaborone,www.binx.org.bw,-24.6089302,25.790417
CABASE-SZP,11,AR,Saenz Pe?a,www.cabase.org.ar,-32.517667,-72.206951
CN-IX Guangzhou,11,CN,GuangZhou,www.cn-ix.com,23.1258709,112.6673368
Extreme IX Hyderabad,11,IN,Hyderabad,extreme-ix.org,17.4126274,78.2679569
CABASE-JUJ,11,AR,San Salvador de Jujuy,www.cabase.org.ar,-24.2051671,-65.3755961
IIFON IX Kolkata,11,IN,Kolkata,iifon.org,22.6763858,88.0495267
PNG Neutral Internet Exchange,11,PG,Port Moresby,www.pgix.org.pg,-9.4373463,147.1202183
Bhutan Internet Exchange,11,BT,Thimphu,www.btix.bt,27.4796285,89.5684403
ARIX,11,US,Fremont,arix.dev,37.5305464,-122.0818594
BBIX Thailand,11,TH,Bangkok,www.bbix.net,13.7251088,100.3529063
KIXP - Mombasa icolo,11,KE,Mombasa,www.tespok.co.ke,-4.0368736,39.5252945
Burkina Faso Internet Exchange Point (BFIX),11,BF,Ouagadougou,www.bfix.bf,12.3586508,-1.6068844
IXP LEN,11,US,Fremont,www.ixp.cat,37.5305464,-122.0818594
TR-IX,11,TR,Istanbul,tr-ix.com,41.0055005,28.7319863
JINX Voice,11,ZA,Johannesburg,www.inx.net.za,-26.1713505,27.9699838
MUS-IX,11,US,Dallas,www.mus-ix.net,32.8209296,-97.0117503
THESS-IX,11,GR,Thessaloniki,www.thess-ix.net,40.6212524,22.9110077
PIT Bolivia,11,BO,La Paz,www.pit.bo,-16.5205361,-68.1941185
Kremen-IX,11,UA,Kremenchuk,kremen-ix.net.ua,49.0935026,33.2991046
OCIX-NSW,11,AU,Sydney,www.oceanix.net.au,-33.7744108,150.3719417
REUNIX,10,RE,Saint-Denis,www.renater.fr,-20.8964586,55.4174917
TLLIX,10,EE,Tallinn,www.tllix.net,59.4717421,24.4580617
CABASE-SFE,10,AR,Santa F¨¦,www.cabase.org.ar,0.5898208,-118.5318053
CABASE-JUN,10,AR,Junin,www.cabase.org.ar,-34.5906723,-61.0254714
RINEX,10,RW,Kigali,www.rinex.org.rw,-1.9294217,29.9871554
IIX Israel,10,IL,Petach Tikva,www.iix.net.il,32.0908579,34.8521659
Digital Realty Chicago,10,US,Chicago,ix.digitalrealty.com,41.8339042,-88.0121566
Equinix Helsinki,10,FI,Helsinki,www.equinix.fi,60.11021,24.7385011
MonctonIX,10,CA,Moncton,monctonix.ca,46.1133526,-64.8706408
IXP.MX,10,MX,Mexico City,www.ixp.mx,19.3911668,-99.4238158
Equinix Madrid,10,ES,Madrid,ix.equinix.com,40.4381311,-3.8196229
Sejong Neutral-IX,10,KR,Seoul,www.sejongtelecom.net,37.5640455,126.8339996
iX-OKC,10,US,Oklahoma City,www.iX-OKC.net,35.4828833,-97.7593938
GABIX,10,GA,Libreville,www.gabix.ga,0.4115524,9.2945406
CSIX,10,CA,Vancouver,cloudsingularity.exchange,49.2578263,-123.1939441
IX.br (PTT.br) Campo Grande,10,BR,Campo Grande,ix.br,-20.480722,-54.7756219
OCIX-NZ,10,NZ,Auckland,www.oceanix.net.au,-36.8589326,174.4259295
OCIX-QLD,10,AU,Brisbane,www.oceanix.net.au,-27.3798035,152.4327088
OCIX-VIC,10,AU,Melbourne,www.oceanix.net.au,-37.970154,144.4926753
OCIX-WA,10,AU,Perth,www.oceanix.net.au,-32.0376667,115.4010593
SIEX,10,IT,Roma,c1vhosting.it,41.9102415,12.3959119
PIX Toronto,9,CA,Toronto,www.peer1.com,43.7184038,-79.5181438
MGIX,9,MG,Antananarivo,www.mgix.mg,-18.8873012,47.3724259
Equinix Barcelona,9,ES,Barcelona,ix.equinix.com,41.3948976,2.0787274
MegaIX Toronto,9,CA,Toronto,megaport.com,43.7184038,-79.5181438
NAP.EC-GYE,9,EC,Guayaquil,www.nap.ec,-2.1521517,-80.1201898
CABASE-DLC,9,AR,De La Costa,www.cabase.org.ar,-36.6611921,-57.3026164
CIVIX,9,CI,Abidjan,www.civix.ci,5.3487761,-4.1197541
BOR-IX,9,SE,Bor?s,www.bor-ix.se,57.7247654,12.8571297
DO-IX,9,DE,Dortmund,www.do-ix.net,51.5080148,7.3301781
MSK-IX Kazan,9,RU,Kazan,www.msk-ix.ru,55.795569,48.7931203
TTIX,9,TT,Barataria,ix.tt,10.6476284,-61.4663923
SR-IX,9,KG,Bishkek,sr-ix.asia,42.8769795,74.5218206
AMR-IX,9,IN,Amaravati,www.amr-ix.net,16.4934281,80.4351679
BDIXP,9,BI,Bujumbura,www.bdixp.bi,-3.3751268,29.284338
LSY.CN Tokyo,9,JP,Tokyo,ix.lsy.cn,35.6684415,139.6007808
E-IX,9,DE,Nuremberg,e-ix.network,49.4362322,10.9929525
Digital Realty Ashburn,9,US,Ashburn,ix.digitalrealty.com,39.0300728,-77.5471636
IXP STR,9,FR,Strasbourg,www.ixp.cat,48.5692558,7.622009
Equinix Perth,9,AU,Perth,ix.equinix.com,-32.0376667,115.4010593
IIX-Lampung,9,ID,Bandar Lampung,lampung.apjii.or.id,-5.4284972,105.2006969
SpokaneIX,9,US,Spokane,spokaneix.net,47.6729864,-117.5522351
SBIX TUU,9,US,Fremont,www.securebit.ch,37.5305464,-122.0818594
ABQIX,9,US,Albuquerque,www.abqix.net,35.0826103,-106.8165664
OCIX-SA,9,AU,Adelaide,www.oceanix.net.au,-34.9983537,138.0506914
IXPMOE-ZUH,8,CN,Zhuhai,ixp.moe,22.1618516,113.1117503
LNK-IX,8,RO,Targoviste,www.lnk-ix.net,44.9220063,25.3759907
BREM-IX,8,DE,Bremen,brem-ix.net,53.1201552,8.5962016
MIX-IT Palermo,8,IT,Palermo,www.mix-it.net,38.1406578,13.287248
GUYANIX,8,GF,Cayenne,www.renater.fr,4.9197755,-52.3464319
CHN-IX,8,CN,Beijing,www.chn-ix.net,39.9390731,116.1172651
NNENIX,8,US,Portland,www.nnenix.net,45.5428679,-122.7944126
IX Australia ACT,8,AU,Canberra,www.ix.asn.au,-35.2812868,149.1204446
CABASE-BRC,8,AR,Bariloche,www.cabase.org.ar,-41.1280094,-71.4799995
NIXI Hyderabad,8,IN,Hyderabad,nixi.in,17.4126274,78.2679569
CABASE-PER,8,AR,Pergamino,www.cabase.org.ar,-33.8935675,-60.6004492
CABASE-NGB,8,AR,Pilar,www.cabase.org.ar,-37.056625,-64.5211138
KG-IX,8,KG,Bishkek,www.kg-ix.net,42.8769795,74.5218206
PIT Concepcion,8,CL,Concepcion,www.pitconcepcion.cl,-36.8258841,-73.103086
AIXP,8,TZ,Arusha,www.aixp.or.tz,-3.3979698,36.6071717
IX.br (PTT.br) Santa Maria,8,BR,Santa Maria,ix.br,5.3643087,0.2465388
PIT Arica - PIT Chile,8,CL,Arica,www.pitchile.cl,-18.472301,-70.3591886
Extreme IX Kolkata,8,IN,Kolkata,extreme-ix.org,22.6763858,88.0495267
MS-IX,8,DE,M¨¹nster,ms-ix.net,51.9502139,7.4840128
KazNIX,8,KZ,Semey,kaznix.kz,50.4130674,80.1354432
LSY.CN Hong Kong,8,HK,Hong Kong,ix.lsy.cn,22.3531176,113.8474978
IXP NUR,8,DE,N¨¹rnberg,www.ixp.cat,49.4362322,10.9929525
BBIX Los Angeles,8,US,Los Angeles,www.bbix.net,34.0207305,-118.6919296
MoeIX CSX,8,CN,Changsha,www.moeix.top,28.1764496,112.7443973
IX42 SG,8,SG,Singapore,ix42.org,1.3143394,103.704161
IXBradford,8,GB,Bradford,www.ixbradford.net,53.7970776,-1.8244003
JPNAP Fukuoka,7,JP,Fukuoka,www.jpnap.net,33.6502289,129.9837741
CMH-IX,7,US,Columbus,www.cmh-ix.net,39.9831403,-83.2710228
MegaIX Hong Kong,7,HK,Hong Kong,www.megaport.com,22.3531176,113.8474978
COIX,7,US,Bend,www.centraloregonix.org,44.0612384,-121.3846848
LUBIX,7,CD,Lubumbashi,www.ispa-drc.cd,-11.6399547,27.4196489
BW-IX Karlsruhe,7,DE,Karlsruhe,www.bw-ix.net,49.0159895,8.269449
CABASE-UAQ,7,AR,San Juan,www.cabase.org.ar,-30.4836214,-70.8596949
CLOUD-IX KIEV,7,UA,Kiev,www.cloud-ix.net,50.4021368,30.2525038
RIX (RYUKYUIX),7,JP,Urasoe,www.ryukyuix.net,26.2540605,127.6758095
TTIX2,7,TT,Princes Town,ix.tt,10.2657112,-61.3816741
MidWest-IX - Cleveland,7,US,Cleveland,www.fd-ix.com,41.4977042,-81.845946
LSY.CN Los Angeles,7,US,Los Angeles,ix.lsy.cn,34.0207305,-118.6919296
IXP BAT,7,ID,Batam,www.ixp.cat,0.8378426,103.7729096
JTIX,7,TH,Nonthaburi,www.jastel.co.th,13.8557611,100.4783305
InterAUS - Perth IX,7,AU,Perth,interaus.com.au,-32.0376667,115.4010593
KA-NIX,7,DE,Karlsruhe,ka-nix.de,49.0159895,8.269449
IX42 NYC,7,US,New York City,ix42.org,40.6976701,-74.2598743
CCCAMP-IX,6,DE,Leipzig,bgp.wtf,51.3419134,12.2535504
Gavlix,6,SE,G?vle,www.gavlix.se,35.6950118,139.6942492
MARTINIX,6,MQ,Fort-de-France,www.renater.fr,14.6488551,-61.1388335
NashIX,6,US,Nashville,nashix.net,36.1868683,-87.0654414
KM-IX,6,UA,Khmelnitskiy,ix.km.ua,49.4106425,26.9252184
CABASE-PMY,6,AR,Puerto Madryn,www.cabase.org.ar,-42.6854183,-65.3040927
LIPTAM,6,LT,Vilnius,is.lt,54.7007582,24.9728502
FICIX Oulu,6,FI,Oulu,www.ficix.fi,65.2013029,24.3219151
DACS-IX South,6,US,Orlando,www.dacs-ix.com,28.4813989,-81.5089262
JEDIX,6,SA,Jeddah,www.jedix.net,21.4504684,38.6506393
KAZ-GOV-IX,6,KZ,Astana,sts.kz,51.1480418,71.1992035
SIX Stavanger,6,NO,Stavanger,www.nix.no,58.9487548,5.5402537
Aloha-IX,6,US,Kapolei (Oahu),www.aloha-ix.net,21.3446006,-158.0871996
Richmond-IX,6,US,Richmond,www.richmond-ix.net,37.5247764,-77.563302
CLOUD-IX KHA,6,UA,Kharkov,www.cloud-ix.net,49.9947277,36.14574
MARIIX,6,GU,Mangilao,mariix.net,13.4513253,144.5086139
NL-ix 2,6,NL,Amsterdam,www.nl-ix.net,52.3547925,4.7638761
DACS-IX East,6,US,Baltimore,www.dacs-ix.com,39.2848882,-76.7605832
SAT-IX,6,US,San Antonio,sat-ix.net,29.4817349,-98.7946038
UEPG Internet Exchange,6,BR,Ponta Grossa,ix.uepg.br,-25.1382435,-50.3493919
EdgeIX - Hobart,6,AU,Hobart,www.edgeix.net,-42.8823241,147.3198016
NEO-IX,6,US,Akron,www.neo-ix.com,41.084541,-81.6530641
InterAUS - Melbourne IX,6,AU,Melbourne,interaus.com.au,-37.970154,144.4926753
InterAUS - Canberra IX,6,AU,Canberra,interaus.com.au,-35.2812868,149.1204446
InterAUS - Adelaide IX,6,AU,Adelaide,interaus.com.au,-34.9983537,138.0506914
SpringIX,6,US,Springfield,www.springix.net,42.1129465,-72.6163819
Equinix Rio de Janeiro,6,BR,Rio de Janeiro,www.equinix.com.br,-22.9132525,-43.7261814
BKS-IX,6,TR,Tekirdag,www.birkacsey.com,40.9599159,27.48799
PIPE Networks Adelaide,5,AU,Adelaide,www.pipenetworks.com,-34.9983537,138.0506914
NIXI Bangalore,5,IN,Bangalore,nixi.in,12.954517,77.3507349
Netnod Lulea,5,SE,Lulea,www.netnod.se,65.5867395,22.0422989
Echigo-IX,5,JP,Niigata,www.echigo-ix.jp,37.6419477,137.6461183
Benin-IX,5,BJ,Cotonou,www.benin-ix.org.bj,6.3724685,2.3261371
OCIX,5,SX,Philipsburg,www.ocix.net,18.0289237,-63.0561859
ITI-IX,5,UZ,Tashkent,iti-ix.uz,41.2827706,69.1392806
IXP Namibia,5,NA,Windhoek,dev.ixp.org.na,-22.5635826,16.9921852
Noakhali Internet Exchange,5,BD,Noakhali,www.nixbd.net,22.8251765,91.0821882
Gig IX Ashburn,5,US,Ashburn,gigix.org,39.0300728,-77.5471636
B¨¦arnIX,5,FR,Pau,bearnix.stolon.fr,43.3219626,-0.3786766
CN-IX Beijing,5,CN,BeiJing,www.cn-ix.com,39.9390731,116.1172651
PIT Temuco,5,CL,Temuco,www.pitchile.cl,-38.7290173,-72.6377406
Vegas-IX,5,US,Las Vegas,www.vegas-ix.net,36.1252285,-115.455196
CLOUD-IX EKT,5,RU,Ekaterinburg,www.cloud-ix.net,56.8119441,60.3371987
Sacramento-IX,5,US,Sacramento,www.sacramento-ix.net,38.561919,-121.582999
CABASE-RST - IX Argentina (Resistencia),5,AR,Resistencia,www.cabase.org.ar,-16.4194033,-56.1608392
MegaFon-IX,5,RU,Moscow,megafon.ru,55.5815244,36.8250994
LVIV-IX,5,UA,Lviv,ix.lviv.ua,49.8327787,23.9421954
LSY.CN Nanjing,5,CN,Nanjing,ix.lsy.cn,32.0995425,118.4575525
LSY.CN Amsterdam,5,NL,Amsterdam,ix.lsy.cn,52.3547925,4.7638761
OGIX,5,CA,Ottawa Gatineau,www.ogix.ca,45.4856542,-75.7670118
TIX Tanzania - Zanzibar IXP,5,TZ,Zanzibar,www.tix.or.tz,-6.0992157,39.1008086
STHIX - Sundsvall,5,SE,Sundsvall,www.sthix.net,62.3961878,17.153137
FURB IX,5,BR,Blumenau,ix.furb.br,-26.8560346,-49.239191
Linxdatacenter-IX,5,RU,Moscow,linxdatacenter.com,55.5815244,36.8250994
DACS-IX North,5,US,New York,www.dacs-ix.com,40.6976701,-74.2598743
CABASE-CDU - IX Argentina (Concepcion del Uruguay),5,AR,Concepcion del Uruguay,www.cabase.org.ar,-32.4736864,-58.3050524
48 IX,5,US,Phoenix,48ix.net,33.6056711,-112.4052484
InterAUS - Brisbane IX,5,AU,Brisbane,interaus.com.au,-27.3798035,152.4327088
Aqaba IX,5,JO,Aqaba,aqabaix.com,29.581273,34.9350484
Ruhr-CIX,4,DE,Ruhr Region,www.ruhr-cix.net,51.5170719,6.5841259
NYIIX Philadelphia,4,US,Philadelphia,www.nyiix.net,40.0026767,-75.2581146
PTT S?o Carlos,4,BR,S?o Carlos,ptt.br,-22.0183658,-47.9660981
AIX,4,HT,Port-au-Prince,transversal.ht,18.561627,-72.3330123
CAIX,4,EG,Cairo,www.caix.net.eg,30.0596185,31.1884235
CABASE-SLU,4,AR,San Luis,www.cabase.org.ar,-33.8920307,-68.3772174
Equinix Vienna (VA),4,US,Vienna,ix.equinix.com,39.6234899,-89.0013948
MIX-BT,4,MW,Blantyre,www.mispa.org.mw,-15.7760321,34.9607246
CABASE-SLA,4,AR,Salta,www.cabase.org.ar,-24.7959127,-65.5006694
IXP Ecuador - STD,4,EC,Santo Domingo,www.ixp.ec,-0.2410116,-79.2342601
IXPN Kano,4,NG,Kano,www.ixp.net.ng,11.9980465,8.4708579
TunIXP,4,TN,Tunis,www.ati.tn,33.8094959,5.0662412
CODIX,4,RU,St.Petersburg,miran.ru,59.9399138,29.5342624
inet2,4,RU,Mowsow,www.inet2.ru,55.5815244,36.8250994
Dallas-IX,4,US,Dallas,www.dallas-ix.net,32.8209296,-97.0117503
REDIX Chennai,4,IN,Chennai,redix.org,13.0480438,79.9288072
TIX Tanzania Mwanza,4,TZ,Mwanza,,-2.5032342,32.865706
CFiX (Central Florida Internet Exchange),4,US,Orlando,www.cflix.org,28.4813989,-81.5089262
TGIX,4,TG,Lom¨¦,www.tgix.tg,6.1824878,1.1766496
STIX,4,IT,Bozen,www.stix.bz,46.4892904,11.3121382
TN-IX,4,RU,Novokuznetsk,tn-ix.net,53.7968217,86.8917247
TIX Tanzania - Dodoma IXP,4,TZ,Dodoma,www.tix.or.tz,-6.1727723,35.7031091
LSY.CN Shenzhen,4,CN,Shenzhen,ix.lsy.cn,22.5555518,113.7736767
IXP SYD,4,AU,Sydney,www.ixp.cat,-33.7744108,150.3719417
NC-IX,4,US,Charlotte,nc-ix.org,35.2033919,-81.1200255
TRDIX Trondheim,4,NO,Trondheim,www.nix.no,63.4187959,10.3687227
CAMIX Douala,4,CM,Douala,www.camix.cm,4.036072,9.6717635
SUMMIT NIX,4,BD,Dhaka,www.summitcommunications.net,23.7808875,90.2792376
EdgeIX - Darwin,4,AU,Darwin,www.edgeix.net,-12.425724,130.8632674
InterAUS - Hobart IX,4,AU,Hobart,interaus.com.au,-42.8823241,147.3198016
CAMIX Yaounde,4,CM,Yaound¨¦,www.camix.cm,3.8306364,11.3703641
IIX-Jateng,4,ID,Semarang,jateng.apjii.or.id,-7.0026254,110.3856373
BVIX,4,VG,Road Town,www.bvix.vg,18.4243652,-64.6333624
IXRR Internet Exchange Roraima,4,BR,Boa Vista,www.ixrr.com.br,-11.4194665,-66.3673937
Grunix,4,NL,Groningen,www.grunix.net,53.2217873,6.4956533
FD-IX (Texas-IX),4,US,Houston,fd-ix.com,29.8174782,-95.6814907
OCIX-APAC,4,AU,Sydney,www.oceanix.net.au,-33.7744108,150.3719417
DSIX,4,RO,Bucharest,ix.dreamserver.ro,44.4379853,25.9545519
Denver IX,4,US,Denver,www.denverix.com,39.7645187,-104.9951978
India Internet Exchange,4,IN,Indore,www.india-ix.net,22.7242284,75.7237616
Any2 Miami,3,US,Miami,www.coresite.com,25.7825453,-80.2994994
SCL-IX,3,CL,Santiago,www.sclix.cl,-33.4718999,-70.910025
TRDIX,3,NO,Trondheim,www.nix.no,63.4187959,10.3687227
SIX.SK Ko?ice,3,SK,Ko?ice,www.six.sk,35.5801531,139.5358593
NicIX,3,FR,Nice,www.nicix.net,43.7032932,7.1827767
EuroGIX,3,FR,Strasbourg,www.eurogix.org,48.5692558,7.622009
BIX Bergen,3,NO,Bergen,www.nix.no,60.3652306,5.1489915
MegaIX Las Vegas,3,US,Las Vegas,megaport.com,36.1252285,-115.455196
NIXI Ahmedabad,3,IN,Ahmedabad,www.nixi.in,23.0204978,72.4396543
AZIX,3,US,Phoenix,,33.6056711,-112.4052484
GigaPix OPorto,3,PT,Oporto,www.gigapix.pt,41.1622023,-8.6569732
GN-IX,3,NL,Groningen,www.gn-ix.net,53.2217873,6.4956533
Omsk-IX,3,RU,Omsk,omsk-ix.ru,54.985948,73.0759556
TP-IX,3,US,Duluth,tp-ix.net,46.7651382,-92.2509893
NWIX Missoula,3,US,Missoula,www.nwix.org,46.8764708,-114.1582523
JPNAP Tokyo 2,3,JP,Tokyo,www.mfeed.ad.jp,35.6684415,139.6007808
VIX.VU,3,VU,Port Vila,vix.vu,-17.7368584,168.2873141
DE-CIX Kolkata,3,IN,Kolkata,www.de-cix.net,22.6763858,88.0495267
BAYANTEL,3,PH,Quezon City,,14.6840913,120.992149
GPIEX,3,US,Albany,gpiex.net,42.6681893,-73.8807214
CGIX,3,CG,Brazzaville,www.cgix-congo.cg,-4.24684,15.0871335
M-IX,3,RU,Simferopol,m-ix.net,44.9468981,34.0391731
