PIX Toronto,9,CA,Toronto,www.peer1.com
MGIX,9,MG,Antananarivo,www.mgix.mg
Equinix Barcelona,9,ES,Barcelona,ix.equinix.com
MegaIX Toronto,9,CA,Toronto,megaport.com
NAP.EC-GYE,9,EC,Guayaquil,www.nap.ec
CABASE-DLC,9,AR,De La Costa,www.cabase.org.ar
CIVIX,9,CI,Abidjan,www.civix.ci
BOR-IX,9,SE,Bor?s,www.bor-ix.se
DO-IX,9,DE,Dortmund,www.do-ix.net
MSK-IX Kazan,9,RU,Kazan,www.msk-ix.ru
TTIX,9,TT,Barataria,ix.tt
SR-IX,9,KG,Bishkek,sr-ix.asia
AMR-IX,9,IN,Amaravati,www.amr-ix.net
BDIXP,9,BI,Bujumbura,www.bdixp.bi
LSY.CN Tokyo,9,JP,Tokyo,ix.lsy.cn
E-IX,9,DE,Nuremberg,e-ix.network
Digital Realty Ashburn,9,US,Ashburn,ix.digitalrealty.com
IXP STR,9,FR,Strasbourg,www.ixp.cat
Equinix Perth,9,AU,Perth,ix.equinix.com
IIX-Lampung,9,ID,Bandar Lampung,lampung.apjii.or.id
SpokaneIX,9,US,Spokane,spokaneix.net
SBIX TUU,9,US,Fremont,www.securebit.ch
ABQIX,9,US,Albuquerque,www.abqix.net
OCIX-SA,9,AU,Adelaide,www.oceanix.net.au
IXPMOE-ZUH,8,CN,Zhuhai,ixp.moe
LNK-IX,8,RO,Targoviste,www.lnk-ix.net
BREM-IX,8,DE,Bremen,brem-ix.net
MIX-IT Palermo,8,IT,Palermo,www.mix-it.net
GUYANIX,8,GF,Cayenne,www.renater.fr
CHN-IX,8,CN,Beijing,www.chn-ix.net
NNENIX,8,US,Portland,www.nnenix.net
IX Australia ACT,8,AU,Canberra,www.ix.asn.au
CABASE-BRC,8,AR,Bariloche,www.cabase.org.ar
NIXI Hyderabad,8,IN,Hyderabad,nixi.in
CABASE-PER,8,AR,Pergamino,www.cabase.org.ar
CABASE-NGB,8,AR,Pilar,www.cabase.org.ar
KG-IX,8,KG,Bishkek,www.kg-ix.net
PIT Concepcion,8,CL,Concepcion,www.pitconcepcion.cl
AIXP,8,TZ,Arusha,www.aixp.or.tz
IX.br (PTT.br) Santa Maria,8,BR,Santa Maria,ix.br
PIT Arica - PIT Chile,8,CL,Arica,www.pitchile.cl
Extreme IX Kolkata,8,IN,Kolkata,extreme-ix.org
MS-IX,8,DE,M¨¹nster,ms-ix.net
KazNIX,8,KZ,Semey,kaznix.kz
LSY.CN Hong Kong,8,HK,Hong Kong,ix.lsy.cn
IXP NUR,8,DE,N¨¹rnberg,www.ixp.cat
BBIX Los Angeles,8,US,Los Angeles,www.bbix.net
MoeIX CSX,8,CN,Changsha,www.moeix.top
IX42 SG,8,SG,Singapore,ix42.org
IXBradford,8,GB,Bradford,www.ixbradford.net
JPNAP Fukuoka,7,JP,Fukuoka,www.jpnap.net
CMH-IX,7,US,Columbus,www.cmh-ix.net
MegaIX Hong Kong,7,HK,Hong Kong,www.megaport.com
COIX,7,US,Bend,www.centraloregonix.org
LUBIX,7,CD,Lubumbashi,www.ispa-drc.cd
BW-IX Karlsruhe,7,DE,Karlsruhe,www.bw-ix.net
CABASE-UAQ,7,AR,San Juan,www.cabase.org.ar
CLOUD-IX KIEV,7,UA,Kiev,www.cloud-ix.net
RIX (RYUKYUIX),7,JP,Urasoe,www.ryukyuix.net
TTIX2,7,TT,Princes Town,ix.tt
MidWest-IX - Cleveland,7,US,Cleveland,www.fd-ix.com
LSY.CN Los Angeles,7,US,Los Angeles,ix.lsy.cn
IXP BAT,7,ID,Batam,www.ixp.cat
JTIX,7,TH,Nonthaburi,www.jastel.co.th
InterAUS - Perth IX,7,AU,Perth,interaus.com.au
KA-NIX,7,DE,Karlsruhe,ka-nix.de
IX42 NYC,7,US,New York City,ix42.org
CCCAMP-IX,6,DE,Leipzig,bgp.wtf
Gavlix,6,SE,G?vle,www.gavlix.se
MARTINIX,6,MQ,Fort-de-France,www.renater.fr
NashIX,6,US,Nashville,nashix.net
KM-IX,6,UA,Khmelnitskiy,ix.km.ua
CABASE-PMY,6,AR,Puerto Madryn,www.cabase.org.ar
LIPTAM,6,LT,Vilnius,is.lt
FICIX Oulu,6,FI,Oulu,www.ficix.fi
DACS-IX South,6,US,Orlando,www.dacs-ix.com
JEDIX,6,SA,Jeddah,www.jedix.net
KAZ-GOV-IX,6,KZ,Astana,sts.kz
SIX Stavanger,6,NO,Stavanger,www.nix.no
Aloha-IX,6,US,Kapolei (Oahu),www.aloha-ix.net
Richmond-IX,6,US,Richmond,www.richmond-ix.net
CLOUD-IX KHA,6,UA,Kharkov,www.cloud-ix.net
MARIIX,6,GU,Mangilao,mariix.net
NL-ix 2,6,NL,Amsterdam,www.nl-ix.net
DACS-IX East,6,US,Baltimore,www.dacs-ix.com
SAT-IX,6,US,San Antonio,sat-ix.net
UEPG Internet Exchange,6,BR,Ponta Grossa,ix.uepg.br
EdgeIX - Hobart,6,AU,Hobart,www.edgeix.net
NEO-IX,6,US,Akron,www.neo-ix.com
InterAUS - Melbourne IX,6,AU,Melbourne,interaus.com.au
InterAUS - Canberra IX,6,AU,Canberra,interaus.com.au
InterAUS - Adelaide IX,6,AU,Adelaide,interaus.com.au
SpringIX,6,US,Springfield,www.springix.net
Equinix Rio de Janeiro,6,BR,Rio de Janeiro,www.equinix.com.br
BKS-IX,6,TR,Tekirdag,www.birkacsey.com
PIPE Networks Adelaide,5,AU,Adelaide,www.pipenetworks.com
NIXI Bangalore,5,IN,Bangalore,nixi.in
Netnod Lulea,5,SE,Lulea,www.netnod.se
Echigo-IX,5,JP,Niigata,www.echigo-ix.jp
Benin-IX,5,BJ,Cotonou,www.benin-ix.org.bj
OCIX,5,SX,Philipsburg,www.ocix.net
ITI-IX,5,UZ,Tashkent,iti-ix.uz
IXP Namibia,5,NA,Windhoek,dev.ixp.org.na
Noakhali Internet Exchange,5,BD,Noakhali,www.nixbd.net
Gig IX Ashburn,5,US,Ashburn,gigix.org
B¨¦arnIX,5,FR,Pau,bearnix.stolon.fr
CN-IX Beijing,5,CN,BeiJing,www.cn-ix.com
PIT Temuco,5,CL,Temuco,www.pitchile.cl
Vegas-IX,5,US,Las Vegas,www.vegas-ix.net
CLOUD-IX EKT,5,RU,Ekaterinburg,www.cloud-ix.net
Sacramento-IX,5,US,Sacramento,www.sacramento-ix.net
CABASE-RST - IX Argentina (Resistencia),5,AR,Resistencia,www.cabase.org.ar
MegaFon-IX,5,RU,Moscow,megafon.ru
LVIV-IX,5,UA,Lviv,ix.lviv.ua
LSY.CN Nanjing,5,CN,Nanjing,ix.lsy.cn
LSY.CN Amsterdam,5,NL,Amsterdam,ix.lsy.cn
OGIX,5,CA,Ottawa Gatineau,www.ogix.ca
TIX Tanzania - Zanzibar IXP,5,TZ,Zanzibar,www.tix.or.tz
STHIX - Sundsvall,5,SE,Sundsvall,www.sthix.net
FURB IX,5,BR,Blumenau,ix.furb.br
Linxdatacenter-IX,5,RU,Moscow,linxdatacenter.com
DACS-IX North,5,US,New York,www.dacs-ix.com
CABASE-CDU - IX Argentina (Concepcion del Uruguay),5,AR,Concepcion del Uruguay,www.cabase.org.ar
48 IX,5,US,Phoenix,48ix.net
InterAUS - Brisbane IX,5,AU,Brisbane,interaus.com.au
Aqaba IX,5,JO,Aqaba,aqabaix.com
Ruhr-CIX,4,DE,Ruhr Region,www.ruhr-cix.net
NYIIX Philadelphia,4,US,Philadelphia,www.nyiix.net
PTT S?o Carlos,4,BR,S?o Carlos,ptt.br
AIX,4,HT,Port-au-Prince,transversal.ht
CAIX,4,EG,Cairo,www.caix.net.eg
CABASE-SLU,4,AR,San Luis,www.cabase.org.ar
Equinix Vienna (VA),4,US,Vienna,ix.equinix.com
MIX-BT,4,MW,Blantyre,www.mispa.org.mw
CABASE-SLA,4,AR,Salta,www.cabase.org.ar
IXP Ecuador - STD,4,EC,Santo Domingo,www.ixp.ec
IXPN Kano,4,NG,Kano,www.ixp.net.ng
TunIXP,4,TN,Tunis,www.ati.tn
CODIX,4,RU,St.Petersburg,miran.ru
inet2,4,RU,Mowsow,www.inet2.ru
Dallas-IX,4,US,Dallas,www.dallas-ix.net
REDIX Chennai,4,IN,Chennai,redix.org
TIX Tanzania Mwanza,4,TZ,Mwanza,
CFiX (Central Florida Internet Exchange),4,US,Orlando,www.cflix.org
TGIX,4,TG,Lom¨¦,www.tgix.tg
STIX,4,IT,Bozen,www.stix.bz
TN-IX,4,RU,Novokuznetsk,tn-ix.net
TIX Tanzania - Dodoma IXP,4,TZ,Dodoma,www.tix.or.tz
LSY.CN Shenzhen,4,CN,Shenzhen,ix.lsy.cn
IXP SYD,4,AU,Sydney,www.ixp.cat
NC-IX,4,US,Charlotte,nc-ix.org
TRDIX Trondheim,4,NO,Trondheim,www.nix.no
CAMIX Douala,4,CM,Douala,www.camix.cm
SUMMIT NIX,4,BD,Dhaka,www.summitcommunications.net
EdgeIX - Darwin,4,AU,Darwin,www.edgeix.net
InterAUS - Hobart IX,4,AU,Hobart,interaus.com.au
CAMIX Yaounde,4,CM,Yaound¨¦,www.camix.cm
IIX-Jateng,4,ID,Semarang,jateng.apjii.or.id
BVIX,4,VG,Road Town,www.bvix.vg
IXRR Internet Exchange Roraima,4,BR,Boa Vista,www.ixrr.com.br
Grunix,4,NL,Groningen,www.grunix.net
FD-IX (Texas-IX),4,US,Houston,fd-ix.com
OCIX-APAC,4,AU,Sydney,www.oceanix.net.au
DSIX,4,RO,Bucharest,ix.dreamserver.ro
Denver IX,4,US,Denver,www.denverix.com
India Internet Exchange,4,IN,Indore,www.india-ix.net
Any2 Miami,3,US,Miami,www.coresite.com
SCL-IX,3,CL,Santiago,www.sclix.cl
TRDIX,3,NO,Trondheim,www.nix.no
SIX.SK Ko?ice,3,SK,Ko?ice,www.six.sk
NicIX,3,FR,Nice,www.nicix.net
EuroGIX,3,FR,Strasbourg,www.eurogix.org
BIX Bergen,3,NO,Bergen,www.nix.no
MegaIX Las Vegas,3,US,Las Vegas,megaport.com
NIXI Ahmedabad,3,IN,Ahmedabad,www.nixi.in
AZIX,3,US,Phoenix,
GigaPix OPorto,3,PT,Oporto,www.gigapix.pt
GN-IX,3,NL,Groningen,www.gn-ix.net
Omsk-IX,3,RU,Omsk,omsk-ix.ru
TP-IX,3,US,Duluth,tp-ix.net
NWIX Missoula,3,US,Missoula,www.nwix.org
JPNAP Tokyo 2,3,JP,Tokyo,www.mfeed.ad.jp
VIX.VU,3,VU,Port Vila,vix.vu
DE-CIX Kolkata,3,IN,Kolkata,www.de-cix.net
BAYANTEL,3,PH,Quezon City,
GPIEX,3,US,Albany,gpiex.net
CGIX,3,CG,Brazzaville,www.cgix-congo.cg
M-IX,3,RU,Simferopol,m-ix.net
TIX Troms?,3,NO,Troms?,www.nix.no
MRPL-IX,3,UA,Mariupol,ix.meshroom.net
SJIX,3,CA,Saint John,aixp.ca
PIT entel,3,CL,Santiago,www.pitentel.cl
IXP.mk,3,MK,Skopje,ixp.mk
Charlotte-IX,3,US,Charlotte,www.charlotte-ix.net
IXP-GUINEE,3,GN,Conakry,www.ixp-guinee.org.gn
VNIX-HN,3,VN,Hanoi,www.vnix.vn
Equinix Denver,3,US,Denver,www.equinix.com
Baltimore IX,3,US,Baltimore,baltimoreix.net
North Carolina IX - Charlotte (NC-IX),3,US,Charlotte,www.nc-ix.org
LSY.CN Changhua,3,TW,Changhua,ix.lsy.cn
Equinix Seoul,3,KR,Seoul,ix.equinix.com
MYNAP,3,MY,Cyberjaya,www.mynap.my
CAS-IX,3,MA,Casablanca,www.casix.ma
STHIX - Ume?,3,SE,Ume?,www.sthix.net
MekongIX,3,KH,Phnom Penh,www.mekongix.net
QIX Qatar,3,QA,Doha,www.qix.qa
FSIX Shanghai,3,CN,Shanghai,fsix.tutu.green
BBIX Dallas,3,US,Dallas,www.bbix.net
BBIX Chicago,3,US,Chicago,www.bbix.net
BBIX London,3,GB,London,www.bbix.net
BBIX Marseille,3,FR,Marseille,www.bbix.net
SXMIX,3,MF,SAINT-MARTIN,www.sxmix.fr
SkyIX HK,3,HK,Hong Kong,skyix.net
ICX Delhi,3,IN,Delhi,www.icxglobal.net
Equinix Muscat,3,OM,Muscat,www.equinix.com
BIX Surabaya,3,ID,Surabaya,www.biznetnetworks.com
BIX Denpasar 1,3,ID,Denpasar,www.biznetnetworks.com
BIX Denpasar 2,3,ID,Denpasar,www.biznetnetworks.com
OceanIX,3,DE,D¨¹sseldorf,www.optixtransit.eu
IXSY,3,MX,M¨¦rida,ixsy.org.mx
JinIX,3,ID,Jakarta,jinom.net
TESPOK-KIXP-MBA,2,KE,Mombasa,www.tespok.co.ke
NASA-AIX,2,US,Mountain View,www.nasa.gov
DPE,2,NZ,Dunedin,www.nzix.net
HIX-NZ,2,NZ,Hamilton,www.nzix.net
PIX Montreal,2,CA,Montreal,www.peer1.com
SIXP Gambia,2,GM,Serekunda,www.sixp.gm
PIPE Networks Hobart,2,AU,Hobart,www.pipenetworks.com
VNIX-HCM,2,VN,Ho Chi Minh City,www.vnix.vn
CABASE-TUC,2,AR,Tucuman,www.cabase.org.ar
NWIX Helena,2,US,Helena,www.nwix.org
MSK-IX Stavropol,2,RU,Stavropol,www.msk-ix.ru
Montenegro Internet eXchange Point,2,ME,Podgorica,www.mixp.me
Doha-IX,2,QA,Doha,
APLIX,2,PL,Gdynia,www.aplix.pl
PCIX,2,IT,Piacenza,www.pcix.it
Equinix Mexico,2,MX,Mexico City,www.equinix.lat
Remki Internet Exchange (RIX),2,IN,Guntur,internet-exchange.remki.net
Houston-IX,2,US,Houston,www.housoin-ix.net
CABASE-TDL - IX Argentina (Tandil),2,AR,Tandil,www.cabase.org.ar
CABASE-OGB - IX Argentina (Moreno),2,AR,Moreno,www.cabase.org.ar
VNIX-DN,2,VN,Da Nang,www.vnix.vn
SIXP Sudan,2,SD,Khartoum,www.sixp.sd
SoIXP,2,SO,Mogadishu,soixp.so
NCL-IX,2,GB,Newcastle,www.ncl-ix.uk
YJSNPIX,2,CN,Guangzhou,yjsnpix.com
RO-IX,2,RO,Bucharest,www.ix.ro
IXP BEA,2,CA,Beauharnois,www.ixp.cat
CyrusOne IX Phoenix,2,US,Phoenix,www.cyrusone.com
OuestIX,2,FR,Nantes,www.ouestix.fr
BTCL IX,2,BD,Dhaka,www.btclix.gov.bd
FEZIX,2,MA,Fez,www.fezix.net
PIONIER-IX,2,PL,Bia?ystok,docs.psnc.pl
BBIX Amsterdam,2,NL,Amsterdam,www.bbix.net
DE-CIX Kuala Lumpur,2,MY,Kuala Lumpur,www.de-cix.net
FD-IX - Iowa,2,US,Altoona,fd-ix.com
Fiji-IXP,2,FJ,Suva,www.taf.org.fj
BIX Malang,2,ID,Malang,www.biznetnetworks.com
NCJX-Neutral Connect J-Xchange,2,ID,Jakarta,jlm.net.id
STAR,2,DE,Stuttgart,rocix.net
BrestIX,2,FR,Brest,brestix.bzh
M¨²li IXP,2,IS,Reykjavik,ixp.c.is
PaducahIX,2,US,Paducah,paducahix.net
PNG Neutral IX Lae,2,PG,Lae,www.pgix.org.pg
Willamette Internet Exchange,2,US,Eugene,thewix.net
SP-iXP Mumbai,2,IN,Mumbai,sp-ixp.com
HamroIX Italy,2,IT,Rome,ix.hamro.net
MLIX,2,ML,Bamako,www.mlix.ml
JumboIX Cyprus,2,CY,Limassol,www.iptp.net
DE-CIX Singapore,1,SG,Singapore,www.de-cix.net
BHNIX,1,BA,Sarajevo,bhnix.ba
JetPeer IX,1,IN,Mumbai,www.jetpeer.in
Asia Smart IX,1,JP,Tokyo,www.bbix.net
Manila IX,1,PH,Manila,www.etpi.com
KLIX,1,BD,Dhaka,kloudnix.com
PIT Osorno,1,CL,Osorno,www.pitchile.cl
UNIFI-IX,1,GB,London,
6NGIX,1,KR,Seoul,
SerinIX IX,1,UA,Kiev,www.serinix.com
GrenoblIX,1,FR,Grenoble,grenoblix.net
BAIKAL-IX,1,RU,Irkutsk,baikal-ix.ru
Cnean,1,CN,BeiJing,www.cnean.com
CABASE-VDM - IX Argentina (Viedma),1,AR,Viedma,www.cabase.org.ar
GOREX,1,GU,Tumon,gorex.uog.edu
EMF-IX,1,GB,Eastnor,emf-ix.benjojo.co.uk
MISPA-IXP,1,MN,Ulaanbaatar,
Turk-IX,1,TR,Istanbul,www.turk-ix.com
CON-IX Brisbane,1,AU,Brisbane,www.connectedix.com
LightIX HK,1,HK,Hong Kong,www.lightvm.net
Community-IX Vienna,1,AT,Vienna,www.community-ix.at
VIXP,1,LI,Balzers,www.vixp.org
MVIX,1,NL,Amsterdam,www.as208751.net
CON-IX Sydney,1,AU,Sydney,www.connectedix.com
CON-IX Melbourne,1,AU,Melbourne,www.connectedix.com
HPT1-IX,1,US,honolulu,www.hawaiiteleport.com
SudIX,1,FR,Montpellier,sudix.fr
BBIX Miami,1,US,Miami,www.bbix.net
CABASE-RCU - IX Argentina (Rio Cuarto),1,AR,Rio Cuarto,www.cabase.org.ar
IXP INFOCOM,1,CR,San Jos¨¦,www.infocom.cr
BIX Semarang,1,ID,Semarang,www.biznetnetworks.com
Waterloo Internet Exchange,1,CA,Waterloo,www.waterlooix.ca
MBT-IX,1,MM,Yangon,www.mbt.com.mm
RO-IX Frankfurt,1,DE,Frankfurt,roix.net
Ouest.Network,1,FR,Nantes,ouest.network
Borneo-IX,1,BN,Bandar Seri Begawan,unn.com.bn
DE-CIX Barcelona,1,ES,Barcelona,www.de-cix.net
IXP.MX Quer¨¦taro,1,MX,Quer¨¦taro,ixp.mx
ErIX,1,IT,Rome,erix.brailor.me
DE-CIX Malaysia,1,MY,Kuala Lumpur,www.de-cix.net
DE-CIX Johor Bahru,1,MY,Johor Bahru,www.jbix.my
