US|369
HK|220
AU|136
BR|116
SG|101
RU|79
GB|72
DE|66
ZA|60
IT|55
CH|53
AT|46
ID|35
JP|34
NL|32
KH|31
TW|31
FR|30
KR|25
SE|22
MY|21
TH|20
IN|15
PH|13
NO|11
CA|10
BH|9
VN|9
MU|9
ES|8
RO|8
MM|8
CO|7
BG|6
NZ|6
LU|5
PL|5
TR|4
BE|4
LA|4
IE|4
QA|3
KE|3
LT|3
AO|3
MO|3
ZZ|3
IL|3
AE|2
KW|2
DK|2
DJ|2
MN|2
FI|2
UA|2
BF|2
CL|2
PT|2
NG|2
NP|2
EE|2
NA|2
KZ|1
SA|1
EG|1
BN|1
PK|1
GT|1
AF|1
RS|1
SC|1
IM|1
BW|1
GR|1
SK|1
GH|1
MD|1
OM|1
BD|1
IR|1
