US|356
HK|218
AU|128
BR|120
SG|98
RU|74
GB|73
DE|68
ZA|59
IT|55
CH|50
AT|42
ID|36
JP|36
TW|32
FR|30
NL|30
KH|30
KR|24
SE|21
MY|20
TH|19
PH|18
IN|15
BH|10
CA|10
NO|10
MU|9
VN|9
RO|8
MM|8
ES|7
CO|6
BG|6
NZ|5
PL|5
LU|5
BE|4
LA|4
TR|4
LT|3
AO|3
MO|3
KE|3
IL|3
IE|3
NA|2
MN|2
QA|2
BF|2
ZZ|2
DJ|2
CL|2
KW|2
DK|2
EE|2
AE|2
FI|2
UA|2
EG|2
NG|2
NP|2
PT|2
BN|1
IM|1
RS|1
AF|1
BD|1
IR|1
GT|1
SK|1
GH|1
SA|1
SC|1
KZ|1
PK|1
BW|1
OM|1
