联通,移动,2018-11-06 02,4.51,0.0
联通,移动,2018-11-06 03,4.51,0.0
联通,移动,2018-11-06 04,4.51,0.0
联通,移动,2018-11-06 05,4.51,0.0
联通,移动,2018-11-06 06,4.51,0.0
联通,移动,2018-11-06 07,4.5,0.0
联通,移动,2018-11-06 08,4.5,0.0
联通,移动,2018-11-06 09,4.51,0.0
联通,移动,2018-11-06 10,4.53,0.0
联通,移动,2018-11-06 11,4.53,0.0
联通,移动,2018-11-06 12,4.53,0.0
联通,移动,2018-11-06 13,4.53,0.0
联通,移动,2018-11-06 14,4.52,0.0
联通,移动,2018-11-06 15,4.52,0.0
联通,移动,2018-11-06 16,4.52,0.0
联通,移动,2018-11-06 17,4.53,0.0
联通,移动,2018-11-06 18,4.53,0.0
联通,移动,2018-11-06 19,4.56,0.0
联通,移动,2018-11-06 20,4.9,0.0
联通,移动,2018-11-06 21,5.93,1.56
联通,移动,2018-11-06 22,5.74,0.94
联通,移动,2018-11-06 23,5.0,0.0
联通,移动,2018-11-07 00,4.54,0.0
联通,移动,2018-11-07 01,4.53,0.0
联通,移动,2018-11-07 02,4.51,0.0
联通,移动,2018-11-07 03,4.51,0.0
联通,移动,2018-11-07 04,4.49,0.0
联通,移动,2018-11-07 05,4.5,0.31
联通,移动,2018-11-07 06,4.51,0.0
联通,移动,2018-11-07 07,4.51,0.0
联通,移动,2018-11-07 08,4.52,0.0
联通,移动,2018-11-07 09,4.52,0.0
联通,移动,2018-11-07 10,4.53,0.0
联通,移动,2018-11-07 11,4.52,0.0
联通,移动,2018-11-07 12,4.51,0.0
联通,移动,2018-11-07 13,4.52,0.31
联通,移动,2018-11-07 14,4.53,0.31
联通,移动,2018-11-07 15,4.51,0.0
联通,移动,2018-11-07 16,4.53,0.0
联通,移动,2018-11-07 17,4.54,0.0
联通,移动,2018-11-07 18,4.53,0.0
联通,移动,2018-11-07 19,4.53,0.0
联通,移动,2018-11-07 20,4.59,0.0
联通,移动,2018-11-07 21,5.55,0.31
联通,移动,2018-11-07 22,5.67,0.31
联通,移动,2018-11-07 23,4.85,0.0
联通,移动,2018-11-08 00,4.55,0.0
联通,移动,2018-11-08 01,4.53,0.0
联通,移动,2018-11-08 02,4.52,0.0
联通,移动,2018-11-08 03,4.5,0.0
联通,移动,2018-11-08 04,4.49,0.0
联通,移动,2018-11-08 05,4.5,0.0
联通,移动,2018-11-08 06,4.5,0.62
联通,移动,2018-11-08 07,4.5,0.0
联通,移动,2018-11-08 08,4.52,0.0
联通,移动,2018-11-08 09,4.51,0.0
联通,移动,2018-11-08 10,4.52,0.0
联通,移动,2018-11-08 11,4.52,0.0
联通,移动,2018-11-08 12,4.52,0.0
联通,移动,2018-11-08 13,4.52,0.0
联通,移动,2018-11-08 14,4.52,0.0
联通,移动,2018-11-08 15,4.51,0.0
联通,移动,2018-11-08 16,4.54,0.0
联通,移动,2018-11-08 17,4.53,0.0
联通,移动,2018-11-08 18,4.53,0.0
联通,移动,2018-11-08 19,4.52,0.0
联通,移动,2018-11-08 20,4.56,0.0
联通,移动,2018-11-08 21,5.03,0.0
联通,移动,2018-11-08 22,5.1,0.62
联通,移动,2018-11-08 23,4.8,0.0
联通,移动,2018-11-09 00,4.54,0.0
联通,移动,2018-11-09 01,4.52,0.0
联通,移动,2018-11-09 02,4.5,0.0
联通,移动,2018-11-09 03,4.5,0.0
联通,移动,2018-11-09 04,4.5,0.0
联通,移动,2018-11-09 05,4.51,0.0
联通,移动,2018-11-09 06,4.5,0.0
联通,移动,2018-11-09 07,4.51,0.0
联通,移动,2018-11-09 08,4.51,0.0
联通,移动,2018-11-09 09,4.51,0.0
联通,移动,2018-11-09 10,4.5,0.62
联通,移动,2018-11-09 11,4.51,0.0
联通,移动,2018-11-09 12,4.52,0.0
联通,移动,2018-11-09 13,4.52,0.0
联通,移动,2018-11-09 14,4.52,0.0
联通,移动,2018-11-09 15,4.53,0.0
