56282,"VClouD - Beijing Internet Harbor Technology Co., Ltd, CN",17621,"CNCGROUP-SH - China Unicom Shanghai network, CN"
58593,"BLUECLOUD - Shanghai Blue Cloud Technology Co.,Ltd, CN",17621,"CNCGROUP-SH - China Unicom Shanghai network, CN"
58850,"BBGINETCN - Bloomberg Financial Information (Beijing) Co Ltd, CN",17621,"CNCGROUP-SH - China Unicom Shanghai network, CN"
59019,"BJKSCNET - Beijing Kingsoft Cloud Internet Technology Co., Ltd, CN",17621,"CNCGROUP-SH - China Unicom Shanghai network, CN"
59078,"YUNIFY-NET - Yunify Technologies Inc., CN",17621,"CNCGROUP-SH - China Unicom Shanghai network, CN"
59083,"KHTech - Shanghai Kuanhui Tech. Co.,ltd, CN",17621,"CNCGROUP-SH - China Unicom Shanghai network, CN"
63580,"Novartis-CN - China Novartis Institutes for Bio-Medical Research Co., Ltd., CN",17621,"CNCGROUP-SH - China Unicom Shanghai network, CN"
63615,"GECHINANET - GE (China) Co.,Ltd, CN",17621,"CNCGROUP-SH - China Unicom Shanghai network, CN"
63641,"MVNET - Mega Vantage Information Consulting Co., Ltd., CN",17621,"CNCGROUP-SH - China Unicom Shanghai network, CN"
63689,"ESUNNET - Esun Technology(Shanghai) Co.,Ltd, CN",17621,"CNCGROUP-SH - China Unicom Shanghai network, CN"
137710,"Wangshenxinxi - Net God Information Technology (Beijing) Co., Ltd., CN",17621,"CNCGROUP-SH - China Unicom Shanghai network, CN"
137758,"ICBC-AstroNet - Industrial and Commercial Bank of China Limited,ICBC, CN",17621,"CNCGROUP-SH - China Unicom Shanghai network, CN"
137759,"MTSCHINANET - MTS SYSTEM (China) Co.,Ltd, CN",17621,"CNCGROUP-SH - China Unicom Shanghai network, CN"
137806,"Walmart-GS - WMGS Consulting (Shenzhen) Co.Ltd, CN",17621,"CNCGROUP-SH - China Unicom Shanghai network, CN"
139091,"SHMBN - Shanghai MBN telecommunication technology Co., LTD., CN",17621,"CNCGROUP-SH - China Unicom Shanghai network, CN"
139179,"CPIC - China Pacific Insurance (Group) Co.,Ltd., CN",17621,"CNCGROUP-SH - China Unicom Shanghai network, CN"
10212,"CHINAENTERCOM - China Enterprise ICT Solutions Limited, CN",24400,"CMNET-V4shanghai-AS-AP - China Mobile, CN"
17428,"CHINA-ABITCOOL - 21Vianet.Co.,Ltd, CN",24400,"CMNET-V4shanghai-AS-AP - China Mobile, CN"
17775,"STN-CN - shanghai science and technology network communication limited company, CN",24400,"CMNET-V4shanghai-AS-AP - China Mobile, CN"
23853,"CNNIC-DSNET-AP - Shanghai Data Solution Co., Ltd., CN",24400,"CMNET-V4shanghai-AS-AP - China Mobile, CN"
38379,"CNNIC-SUN-AP - Shanghai Maginetwork Cro,.Ltd., CN",24400,"CMNET-V4shanghai-AS-AP - China Mobile, CN"
55994,"ANCHNET - ShangHai AnchNet Tec, Inc., CN",24400,"CMNET-V4shanghai-AS-AP - China Mobile, CN"
56006,"SPDB-CN - Shanghai Pudong Development Bank Co.,Ltd., CN",24400,"CMNET-V4shanghai-AS-AP - China Mobile, CN"
56282,"VClouD - Beijing Internet Harbor Technology Co., Ltd, CN",24400,"CMNET-V4shanghai-AS-AP - China Mobile, CN"
58862,"MCCL-CHN - Microsoft (China) Co., Ltd., CN",24400,"CMNET-V4shanghai-AS-AP - China Mobile, CN"
59019,"BJKSCNET - Beijing Kingsoft Cloud Internet Technology Co., Ltd, CN",24400,"CMNET-V4shanghai-AS-AP - China Mobile, CN"
59048,"CLOUDTIMES - Bei Jing Cloud Times Technology Co.,Ltd, CN",24400,"CMNET-V4shanghai-AS-AP - China Mobile, CN"
59078,"YUNIFY-NET - Yunify Technologies Inc., CN",24400,"CMNET-V4shanghai-AS-AP - China Mobile, CN"
59083,"KHTech - Shanghai Kuanhui Tech. Co.,ltd, CN",24400,"CMNET-V4shanghai-AS-AP - China Mobile, CN"
63603,"GSSNOC - GSS China, CN",24400,"CMNET-V4shanghai-AS-AP - China Mobile, CN"
63641,"MVNET - Mega Vantage Information Consulting Co., Ltd., CN",24400,"CMNET-V4shanghai-AS-AP - China Mobile, CN"
63689,"ESUNNET - Esun Technology(Shanghai) Co.,Ltd, CN",24400,"CMNET-V4shanghai-AS-AP - China Mobile, CN"
131134,"RBCN-NET - Bosch (China) Investment Ltd., CN",24400,"CMNET-V4shanghai-AS-AP - China Mobile, CN"
137758,"ICBC-AstroNet - Industrial and Commercial Bank of China Limited,ICBC, CN",24400,"CMNET-V4shanghai-AS-AP - China Mobile, CN"
137784,"Cacloud - CACloud Services (Shanghai) Co., Ltd., CN",24400,"CMNET-V4shanghai-AS-AP - China Mobile, CN"
139112,"QNET - Shanghai Qnet Networking Technology Co.,Ltd, CN",24400,"CMNET-V4shanghai-AS-AP - China Mobile, CN"
18243,"Shanghai-EaseNet - Shanghai EaseNet Network Technology Development Co.,Ltd, CN",56041,"CMNET-Zhejiang-AP - China Mobile Communications Corporation, CN"
37963,"CNNIC-ALIBABA-CN-NET-AP - Hangzhou Alibaba Advertising Co.,Ltd., CN",56041,"CMNET-Zhejiang-AP - China Mobile Communications Corporation, CN"
45062,"Netease-AS - Guangzhou NetEase Computer System Co., Ltd., CN",56041,"CMNET-Zhejiang-AP - China Mobile Communications Corporation, CN"
55959,"NXIDC - Hangzhou Netbank Technologies co.,LTD, CN",56041,"CMNET-Zhejiang-AP - China Mobile Communications Corporation, CN"
18243,"Shanghai-EaseNet - Shanghai EaseNet Network Technology Development Co.,Ltd, CN",58461,"CT-HangZhou-IDC - No.288,Fu-chun Road, CN"
37963,"CNNIC-ALIBABA-CN-NET-AP - Hangzhou Alibaba Advertising Co.,Ltd., CN",58461,"CT-HangZhou-IDC - No.288,Fu-chun Road, CN"
45062,"Netease-AS - Guangzhou NetEase Computer System Co., Ltd., CN",58461,"CT-HangZhou-IDC - No.288,Fu-chun Road, CN"
59037,"ZHIYUNET - Hangzhou ZhiYu Network Technology Co.,Ltd., CN",58461,"CT-HangZhou-IDC - No.288,Fu-chun Road, CN"
