173|181.85573755142138|-403.01267759963366|221.80533965086104|(1.0, 0.0, 0.0)|10
2497|-48.24354387093296|-530.4355652533133|252.68081944725535|(1.0, 0.0, 0.0)|10
2500|-33.52389172027864|-637.7778850650424|389.2039033642314|(1.0, 0.0, 0.0)|10
2501|-69.19387895008799|-740.5209072248273|486.92467553149845|(1.0, 0.0, 0.0)|10
2504|-70.25945574182059|-788.7955404177433|555.4516889638404|(1.0, 0.0, 0.0)|10
2505|-73.66015661575179|-778.6628382522941|557.2457964703572|(1.0, 0.0, 0.0)|10
2506|-31.218256138709904|-758.7199279602901|452.1883126105141|(1.0, 0.0, 0.0)|10
2508|-85.13371591830321|-780.8363816544352|552.5052994470242|(1.0, 0.0, 0.0)|10
2510|-73.2024024682393|-632.4496269649555|283.7839957636165|(1.0, 0.0, 0.0)|10
2511|245.06153977038002|-483.76620470319574|260.8034531278918|(1.0, 0.0, 0.0)|10
2512|109.90692477820981|-671.4757040484294|363.0160317969117|(1.0, 0.0, 0.0)|10
2513|-11.327746332984763|-671.0227300750608|505.22487766786475|(1.0, 0.0, 0.0)|10
2514|-33.00136747900392|-615.8428456927309|241.7846247179727|(1.0, 0.0, 0.0)|10
2515|56.35142316913328|-414.59186671673484|261.9121007117821|(1.0, 0.0, 0.0)|10
2516|-39.37078138265554|-482.3143238064749|203.32621214896224|(1.0, 0.0, 0.0)|10
2518|111.58595055322333|-421.95935433162435|193.20331013797284|(1.0, 0.0, 0.0)|10
2519|75.94803530085535|-575.5683859491533|309.36484617344104|(1.0, 0.0, 0.0)|10
2522|-110.27037774162538|-612.4869811724105|308.7414472766824|(1.0, 0.0, 0.0)|10
2523|-77.43829891724275|-776.8045323928019|549.1952436736727|(1.0, 0.0, 0.0)|10
2526|19.45445198357065|-296.50560546948304|194.31479792273626|(1.0, 0.0, 0.0)|10
2527|23.36340904679741|-533.1682976047648|110.01105563629483|(1.0, 0.0, 0.0)|10
2554|-104.9365651931563|-692.7448958229271|181.8678615316716|(1.0, 0.0, 0.0)|10
2907|-55.713431816629935|-716.6440044769025|472.4187561214719|(1.0, 0.0, 0.0)|10
3488|-87.39110649799956|-792.3972806753729|549.3792375387477|(1.0, 0.0, 0.0)|10
4672|-115.59387842556397|-606.4225913702113|309.65555811154167|(1.0, 0.0, 0.0)|10
4673|-32.208887981289465|-560.1552701973967|237.8469019098359|(1.0, 0.0, 0.0)|10
4675|120.2541951316975|-264.8884296098172|215.7745421406471|(1.0, 0.0, 0.0)|10
4677|106.78023069714746|-670.1967974960695|368.0984647134585|(1.0, 0.0, 0.0)|10
4678|121.24481929902542|-456.74190345649913|361.48144226089306|(1.0, 0.0, 0.0)|10
4680|26.694983212879155|-463.7990395196461|303.18061892107147|(1.0, 0.0, 0.0)|10
4685|44.433750643638604|-309.51772446527804|163.96624213337645|(1.0, 0.0, 0.0)|10
4686|-11.57282496181185|-946.0503257246452|531.9621877869477|(1.0, 0.0, 0.0)|10
4693|146.03562907745723|-417.6451861346488|300.25356637486266|(1.0, 0.0, 0.0)|10
4694|-66.00432598157067|-586.1468067589896|178.42487145607902|(1.0, 0.0, 0.0)|10
4695|74.0390962747278|-698.116681078271|472.6905414471448|(1.0, 0.0, 0.0)|10
4697|163.24150976736493|-298.7897034832584|203.42237294786617|(1.0, 0.0, 0.0)|10
4704|105.43549129708182|-320.1449347776647|104.16477118743548|(1.0, 0.0, 0.0)|10
4710|-51.61554189822214|-731.1875343717799|263.2664100408913|(1.0, 0.0, 0.0)|10
4711|114.30084447233362|-466.5594723973142|313.89847602091686|(1.0, 0.0, 0.0)|10
4713|5.115497901459491|-658.8021431551384|340.63280882301274|(1.0, 0.0, 0.0)|10
4718|-74.25240951958297|-639.801058336862|371.74265117260995|(1.0, 0.0, 0.0)|10
4719|90.89742513224833|-454.88734432334684|378.85094041530056|(1.0, 0.0, 0.0)|10
4721|178.08906208225574|-861.2368308502681|420.37230459209667|(1.0, 0.0, 0.0)|10
4723|-16.116688680712315|-564.9663279678226|313.1157647044526|(1.0, 0.0, 0.0)|10
4725|-85.64147964369535|-729.7017889766804|345.24936575002533|(1.0, 0.0, 0.0)|10
4729|-84.01445702922297|-775.0671858102622|548.9914090735626|(1.0, 0.0, 0.0)|10
4730|-87.60126782284387|-779.9702695037788|543.1107909701676|(1.0, 0.0, 0.0)|10
4774|-114.96726085304071|-612.4532215305222|301.5247125779197|(1.0, 0.0, 0.0)|10
7500|75.10846838687984|-402.6117676275923|289.09060136144086|(1.0, 0.0, 0.0)|10
7502|76.52413590434739|-767.794849762931|421.7948256654165|(1.0, 0.0, 0.0)|10
7503|-98.61174305236644|-559.3368918310962|261.41853174502694|(1.0, 0.0, 0.0)|10
7505|-34.55379118709734|-836.4389120166073|254.46490353086813|(1.0, 0.0, 0.0)|10
7506|123.69509922432296|-501.55425029080897|119.69714244182929|(1.0, 0.0, 0.0)|10
7511|52.39536895077872|-503.533380246009|272.13502396296|(1.0, 0.0, 0.0)|10
7513|6.632200808385767|-754.69405654827|395.41507463528126|(1.0, 0.0, 0.0)|10
7514|-12.13840049010108|-593.873598712049|332.25279898317933|(1.0, 0.0, 0.0)|10
7516|33.683237951515906|-508.41238916827933|309.0601280930835|(1.0, 0.0, 0.0)|10
7517|43.40303732494185|-653.1175928435808|352.2370958311646|(1.0, 0.0, 0.0)|10
7521|189.70791436031377|-399.02167957462575|247.8411131564055|(1.0, 0.0, 0.0)|10
7522|-12.044392610743126|-476.6579302260642|252.49776870425924|(1.0, 0.0, 0.0)|10
7523|-66.12307357699427|-627.0028774376003|239.98895049028746|(1.0, 0.0, 0.0)|10
7524|36.1009472060675|-464.37546253615324|176.9070012735026|(1.0, 0.0, 0.0)|10
7527|-27.90544251800518|-492.784737512723|288.51469934454275|(1.0, 0.0, 0.0)|10
7529|129.01482808180566|-581.3624654260251|265.31717916857133|(1.0, 0.0, 0.0)|10
7530|57.636362056225224|-306.8040496032923|274.41721471292465|(1.0, 0.0, 0.0)|10
7543|-3303.1619738470968|-1143.210737093672|544.9671342506906|(1.0, 0.0, 0.0)|10
7660|96.38238347961818|-195.69396802838347|-88.0006370206082|(1.0, 0.0, 0.0)|10
7661|75.69489742182742|-619.8074161923074|282.8069901625174|(1.0, 0.0, 0.0)|10
7663|-29.420029577926012|-683.398975736729|402.2863160255897|(1.0, 0.0, 0.0)|10
7664|-172.20780286485788|-722.2567541326422|382.9550689815864|(1.0, 0.0, 0.0)|10
7665|-110.67915103797021|-605.7041052072707|300.41158450199293|(1.0, 0.0, 0.0)|10
7667|57.441843905140956|-447.2429788248301|241.60868006726625|(1.0, 0.0, 0.0)|10
7668|44.3347078656428|-568.447636846365|351.94937756654105|(1.0, 0.0, 0.0)|10
7670|60.83267946859267|-614.3352482812851|396.8455463751112|(1.0, 0.0, 0.0)|10
7671|-70.54976168063489|-439.52307800522965|163.86096320242808|(1.0, 0.0, 0.0)|10
7672|45.86160939277043|-391.82490099994993|207.2390896055984|(1.0, 0.0, 0.0)|10
7674|115.57449820353793|-578.7545630625183|375.2736694143179|(1.0, 0.0, 0.0)|10
7676|-107.87577984977915|-601.0849145619379|307.898476577943|(1.0, 0.0, 0.0)|10
7677|55.09266242026853|-693.5181440554073|366.16984954012497|(1.0, 0.0, 0.0)|10
7678|2.7646337473217257|-757.6644930758772|399.45567282808634|(1.0, 0.0, 0.0)|10
7679|-94.16191215478737|-568.3921202091302|158.0987093683762|(1.0, 0.0, 0.0)|10
7682|49.40934346933699|-516.1525183345027|243.70777323520196|(1.0, 0.0, 0.0)|10
7684|49.92055708504626|-563.0143619186482|262.2348889252157|(1.0, 0.0, 0.0)|10
7686|178.0204716679981|-867.2971721817851|411.738121196722|(1.0, 0.0, 0.0)|10
7687|57.744067779520584|-419.3510050101081|164.49102021536234|(1.0, 0.0, 0.0)|10
7690|95.04291009783157|-503.18641076021225|361.3512362483557|(1.0, 0.0, 0.0)|10
9351|35.394049054923556|-478.9993744179701|331.2463427683196|(1.0, 0.0, 0.0)|10
9352|111.40387122807188|-667.6368718131374|367.5992252590358|(1.0, 0.0, 0.0)|10
9353|165.54340254381555|-810.8202052904718|324.13558582099176|(1.0, 0.0, 0.0)|10
9354|97.75564852954214|-508.8741199978523|275.93771402191226|(1.0, 0.0, 0.0)|10
9357|-30.31276924693999|-626.6849409092353|268.77721827131774|(1.0, 0.0, 0.0)|10
9358|-85.51251932246159|-505.316942512725|225.6322312037653|(1.0, 0.0, 0.0)|10
9363|-12.583814907392421|-413.2718034003176|79.99433766922755|(1.0, 0.0, 0.0)|10
9365|4.7385327081500055|-402.41976593062134|143.70349650010658|(1.0, 0.0, 0.0)|10
9366|-91.80915368752899|-609.2293710400653|194.8415521998845|(1.0, 0.0, 0.0)|10
9367|-8.487440784073806|-569.620095382293|299.8037228862695|(1.0, 0.0, 0.0)|10
9370|55.05975964756543|-442.9042658057853|207.142678224881|(1.0, 0.0, 0.0)|10
9371|14.328787962765514|-538.6834584341483|260.25434372951923|(1.0, 0.0, 0.0)|10
9374|52.014131303811375|-529.2683566171247|315.54121465733436|(1.0, 0.0, 0.0)|10
9378|173.0335290714532|-869.5848682901128|410.6248940171307|(1.0, 0.0, 0.0)|10
9466|56.48353017137551|-118.02840388883045|128.34133239928047|(1.0, 0.0, 0.0)|10
9591|19.428084658518515|-662.5651314932101|479.4017184757397|(1.0, 0.0, 0.0)|10
9593|13.331018749197575|-443.77681863442643|310.6950358135968|(1.0, 0.0, 0.0)|10
9595|21.4973659481241|-375.38150377118257|262.4309005923268|(1.0, 0.0, 0.0)|10
9597|-89.22767795941412|-568.5109004972434|260.0382561669616|(1.0, 0.0, 0.0)|10
9600|22.471188547671066|-641.9959562439972|92.15635455260961|(1.0, 0.0, 0.0)|10
9601|170.06539104612136|-658.4946859328501|390.53299428231355|(1.0, 0.0, 0.0)|10
9604|-109.98100220996882|-561.444534507684|221.48509151639348|(1.0, 0.0, 0.0)|10
9605|32.07943345654434|-354.4109286744042|132.989452757127|(1.0, 0.0, 0.0)|10
9607|-8.34724629428503|-425.6863160449182|271.2048931065935|(1.0, 0.0, 0.0)|10
9614|34.1500237023684|-756.5137245220382|290.49946282968693|(1.0, 0.0, 0.0)|10
9615|103.11502938323761|-377.6448287832686|298.2936716599903|(1.0, 0.0, 0.0)|10
9617|170.6014369137461|-869.5956001634345|417.3039066521404|(1.0, 0.0, 0.0)|10
9618|-66.92617508939065|-536.526424626893|328.982489225364|(1.0, 0.0, 0.0)|10
9619|27.43945747197328|-642.3101138602169|93.02612140580949|(1.0, 0.0, 0.0)|10
9621|52.41986779894648|-550.0865402846078|314.59908740192293|(1.0, 0.0, 0.0)|10
9622|89.4605376792647|-473.5257440072235|398.54059578584105|(1.0, 0.0, 0.0)|10
9625|-2.0842417281671297|-422.46954227619705|68.78958524717657|(1.0, 0.0, 0.0)|10
9824|139.92080471372705|-782.5339810251817|369.4331529917364|(1.0, 0.0, 0.0)|10
9935|-3004.0275053122537|787.5424232760219|1476.6873071889709|(1.0, 0.0, 0.0)|10
9990|55.844065446004855|-601.4832264393281|498.43092016861516|(1.0, 0.0, 0.0)|10
9991|4.224370831891074|-725.3523620831285|494.21945447822606|(1.0, 0.0, 0.0)|10
9993|-22.911780135055405|-402.14059879798987|172.40929522199076|(1.0, 0.0, 0.0)|10
9997|31.640132836121072|-422.48442983739517|237.93811168299803|(1.0, 0.0, 0.0)|10
9998|49.51988672813686|-597.8159388834796|497.34891337524|(1.0, 0.0, 0.0)|10
9999|-119.48856567016027|-590.3513910952109|263.51200797319143|(1.0, 0.0, 0.0)|10
10000|42.31474616844645|-486.48301342350004|258.2379148417189|(1.0, 0.0, 0.0)|10
10001|56.40624909110806|-440.61541725125215|292.4897287331888|(1.0, 0.0, 0.0)|10
10002|-36.527330747230785|-612.9728652776419|202.50514809771414|(1.0, 0.0, 0.0)|10
10003|14.797395496277726|-312.7926731704552|167.49535363877163|(1.0, 0.0, 0.0)|10
10004|118.19583812325585|-590.4600808337123|319.1739591666692|(1.0, 0.0, 0.0)|10
10006|72.12708822282704|-450.70480633509237|222.55315209768582|(1.0, 0.0, 0.0)|10
10010|47.173064401777|-538.289467593304|407.2748283387394|(1.0, 0.0, 0.0)|10
10011|48.959155605963126|-343.2678008808162|192.72713736190337|(1.0, 0.0, 0.0)|10
10012|155.78546315931266|-407.0956652890344|102.72202851654718|(1.0, 0.0, 0.0)|10
10013|-5.345741895157216|-869.9158356971184|473.7455845832065|(1.0, 0.0, 0.0)|10
10014|-66.69882056657396|-677.7870829150979|419.34296893745164|(1.0, 0.0, 0.0)|10
10015|122.74354524989812|-414.9339659203142|320.23241112007713|(1.0, 0.0, 0.0)|10
10016|-46.75800128311767|-593.9784098978549|176.94908531849975|(1.0, 0.0, 0.0)|10
10019|54.4170029523566|-378.08665611963215|198.97897621893776|(1.0, 0.0, 0.0)|10
10021|-152.60925132421403|-698.8372611899657|251.96231328929764|(1.0, 0.0, 0.0)|10
10026|-157.1153106306812|-371.6142045696414|-250.90562044150624|(1.0, 0.0, 0.0)|10
17504|-80.91281273879359|-591.8669703058184|258.80407188652094|(1.0, 0.0, 0.0)|10
17505|-56.007109652083884|-739.459513894145|288.71844965437396|(1.0, 0.0, 0.0)|10
17506|59.0460497075852|-657.3710292051838|305.8185003133335|(1.0, 0.0, 0.0)|10
17509|-61.59064314154517|-689.9644071058012|325.6320053438048|(1.0, 0.0, 0.0)|10
17510|18.44700434594239|-699.3530554553458|201.78710233389558|(1.0, 0.0, 0.0)|10
17511|-5.024455801438788|-383.6120132811468|156.43806205004373|(1.0, 0.0, 0.0)|10
17512|-109.56199912722298|-606.5563193365919|315.1922632345538|(1.0, 0.0, 0.0)|10
17513|-43.642414073785815|-667.876085012981|337.2366639251519|(1.0, 0.0, 0.0)|10
17514|88.56843171314915|-331.74680155450716|213.2181516558529|(1.0, 0.0, 0.0)|10
17516|-102.98427205815574|-613.9683639534854|306.34279146900104|(1.0, 0.0, 0.0)|10
17517|-817.7918483230344|-477.1778889186358|-664.4277073259523|(1.0, 0.0, 0.0)|10
17518|203.19227433163732|-369.99683178933856|206.35622781704902|(1.0, 0.0, 0.0)|10
17523|-34.61265605631152|-753.5912233314727|451.48321346279107|(1.0, 0.0, 0.0)|10
17529|148.277666607831|-603.1120745594286|327.7491714599027|(1.0, 0.0, 0.0)|10
17530|143.03613336680115|-410.26578468024064|413.4607410672239|(1.0, 0.0, 0.0)|10
17534|42.85985122957631|-461.8913842130876|288.04792970552825|(1.0, 0.0, 0.0)|10
