9116,Partner Land-Line Communications Solutions LP
9119,Softnet
9121,Turk Telekom
9136,WOBCOM GmbH (a.k.a. Wobline)
9145,EWE TEL GmbH
9211,n@work Internet Informationssysteme GmbH
9269,Hong Kong Broadband Network Ltd
9299,Philippine Long Distance Company
9304,HGC Global Communications Limited
9318,SK broadband
9381,Wharf T&T Ltd
9498,Bharti Airtel Limited
10122,Bigo Technology Pte. LTD
10158,Kakao Corp.
10282,Orange Business Services
10310,Oath (EMEA) Limited
11432,Telium
12041,Afilias Limited
12189,PhoenixNAP
12301,Invitech Solutions Zrt
12306,Plus.line AG
12312,ecotel communication ag
12316,Finanz Informatik Technologie Service GmbH & Co. KG
12322,Free SAS
12329,Telekommunikation Mittleres Ruhrgebiet GmbH
12337,noris network AG
12348,ODN OnlineDienst Nordbayern GmbH & Co. KG
12355,HeLi NET Telekommunikation GmbH & Co. KG
12360,KEVAG Telekom GmbH
12389,Rostelecom OJSC
12399,Scan Plus GmbH
12440,Hughes Network Systems GmbH
12453,KraftCom
12470,GLOBE Development GmbH Backbone Germany
12480,ILK Internet GmbH
12494,POST Ltd
12496,IDNet LTD
12510,SAP AG Internet Services
12531,Visable GmbH
12552,IP-Only Networks AB
12577,mmc kommunikationstechnologie gmbh
12578,SIA Lattelecom
12625,Deutsche Boerse AG
12654,RIPE NCC RIS Project
12676,HKN GmbH
12678,Badoo Technologies Limited
12680,Gruner + Jahr GmbH & Co KG
12684,SES Engineering (Luxembourg) s.à r.l.
12693,e.discom Telekommunikation GmbH
12695,Digital Network JSC
12709,Melita LTD
12713,OTE GLOBAL SOLUTIONS S.A.
12714,NetByNet Holding
12731,IPHH Internet Port Hamburg GmbH
12732,d-hosting GmbH
12741,NETIA S.A.
12748,IAV GmbH
12759,Soco Network Solutions GmbH
12779,IT.Gate S.p.A.
12808,dtms GmbH
12843,TelemaxX Telekommunikation GmbH
12849,HOT-NET Internet Services Ltd.
12850,Enter Srl
12857,Fujitsu TDS GmbH
12859,BIT BV
12874,FASTWEB S.p.A.
12883,Ucomline LTD - PrJSC Farlep-Invest - Vega Telecom
12886,LEWTelNet GmbH
12888,Amadeus Data Processing GmbH
12897,ENTEGA Medianet GmbH
12923,Wizard Computersysteme GmbH
12931,IDKOM Networks GmbH
12941,intersaar GmbH
12956,"Telxius Cable España, S.L."
12963,"Scientific-Industrial Firm ""Volz"" Ltd"
12975,PALTEL
13000,LEON Sp. z o.o.
13002,Linkey
13030,Init7
13039,Global Village GmbH
13045,htp GmbH
13054,FreiNet GmbH
13101,ennit server GmbH
13122,Manx Telecom Limited
13124,Blizoo Media and Broadband EAD
13132,cyberways Informationsdienste GmbH
13157,GOPAS Solutions GmbH
13193,NERIM
13194,UAB Bite Lietuva
13213,"Hosting Services, Inc. (parent organization Virtual Internet (UK) Ltd)"
13237,euNetworks
13249,PJSC Datagroup
13285,TalkTalk Communications Ltd
13287,NIXVAL
13335,"Cloudflare, Inc"
13414,Twitter Inc.
13445,Cisco WebEx
13445,Cisco WebEx
13768,Peer1 Hosting
13786,Seabras 1 USA LLC
13896,Fuze Inc.
14061,Digital Ocean Inc.
14061,Digital Ocean Inc.
14340,"Salesforce.com, Inc."
14630,"Invesco Group Services, Inc."
14840,Commcorp Telecomunicações
