AS34549,"meerfarbig GmbH & Co. KG,MEER-AS",DE,1,4,-3
AS34854,"Staclar Carrier Ltd.,STACLAR-CARRIER",DE,1,3,-2
AS34927,"iFog GmbH,iFog-GmbH",CH,1,4,-3
AS35266,"EX Networks Limited,EXN-AS",GB,1,1,0
AS35360,"Frederic Gargula,GARGUNET",CH,1,2,-1
AS35710,"weber.digital GmbH,WEBERCLOUD",DE,1,4,-3
AS37100,"SEACOM Limited,SEACOM-AS",MU,1,5,-4
AS37239,"ICTGlobe Management (Pty) Ltd,ICTGLOBE",ZA,1,6,-5
AS37640,"Cape Connect Internet,CAPE-CONNECT-AS",ZA,1,7,-6
AS37680,"Cool Ideas Service Provider (Pty) Ltd,COOL-IDEAS",ZA,1,5,-4
AS37721,"Virtual Technologies & Solutions,Virtual-Technologies-Solutions-SA",BF,1,5,-4
AS37989,"eSys Technologies Pte Ltd,DCS1-02-AS-AP",SG,1,2,-1
AS41695,"VOSTRON Limited,VOSTRON-AS",GB,1,3,-2
AS41811,"CONVERGENCE (GROUP NETWORKS) LIMITED,CONVERGENCE-GROUP",GB,1,3,-2
AS42473,"ANEXIA Internetdienstleistungs GmbH,AS-ANEXIA",AT,1,3,-2
AS44684,"Mythic Beasts Ltd,MYTHIC",GB,1,2,-1
AS45102,"""Alibaba (US) Technology Co.,ALIBABA-CN-NET",US,1,1,0
AS46489,"Twitch Interactive Inc.,TWITCH",US,1,0,1
AS47692,"Nessus GmbH,NESSUS",AT,1,6,-5
AS47787,"EDGOO NETWORKS UNIPESSOAL LDA,EDGOO",PT,1,3,-2
AS48166,"FORTEX CJSC,FORTEX-AS",RU,1,3,-2
AS48858,"LLC Milecom,Milecom-as",RU,1,1,0
AS48919,"UACITY Ltd.,UA-CITY-AS",UA,1,3,-2
AS49697,"Joey Julian Koenig,Joey-Network",DE,1,2,-1
AS50300,"CustodianDC Limited,CUSTDC",GB,1,1,0
AS50304,"Blix Solutions AS,BLIX",NO,1,1,0
AS50673,"Serverius Holding B.V.,Serverius-as",NL,1,0,1
AS50763,"MCKAYCOM LTD,MCKAYCOM",GB,1,1,0
AS50877,"Airbeam S.r.l.,AIRBEAM-AS",IT,1,3,-2
AS51088,"A2B IP B.V.,A2B",NL,1,0,1
AS51999,"WhiteHat Inc.,WHITEHAT",US,1,2,-1
AS54994,"QUANTIL NETWORKS INC,QUANTILNETWORKS",US,1,1,0
AS58299,"Openfactory GmbH,OPENFACTORY-AS",CH,1,3,-2
AS60501,"Sirius Technology SRL,SIRIUSTEC-IT",IT,1,2,-1
AS61696,"HV COM. DE PROD. E SERV.DE INFORMATICA LTDA,",BR,1,0,1
AS61708,"INFOCAT INFORMÁTICA LTDA,",BR,1,0,1
AS62167,"Tismi BV,Tismi",NL,1,1,0
AS64475,"Freifunk Frankfurt am Main e.V.,FREIFUNK-FRANKFURT",DE,1,2,-1
AS137280,"Kingsoft cloud corporation limited,KSYUNGLOBAL-AS-AP",HK,1,0,1
AS140079,"Garmin International Inc,GARMININTERNATIONAL-AS-AP",US,1,0,1
AS198385,"AlpineDC SA,AlpineDC",CH,1,3,-2
AS199938,"Netzwerge GmbH,NETZWERGE",DE,1,2,-1
AS205112,"PHILUNET GmbH,PHILUNET",DE,1,2,-1
AS206313,"Freifunk Nordwest e.V.,FFNW-AS",DE,1,2,-1
AS206356,"Freifunk Essen e.V.,Freifunk-Essen",DE,1,2,-1
AS209102,"Alfa Service s.r.l.,ALFASERVICE",IT,1,2,-1
AS210312,"Antonios A. Chariton,DNET",GR,1,2,-1
AS210937,"Xiufeng Guo,Showfom",DE,1,2,-1
AS213151,"Christian Elsen,CHRISELSEN",DE,1,2,-1
AS262301,"NETMIG TELECOM EIRELI,",BR,1,1,0
AS262571,"SM Networks,",BR,1,0,1
AS262822,"WE RADIO COMUNICAÇÕES LTDA EPP,",BR,1,0,1
AS262856,"Mil Negócios LTDA.,",BR,1,0,1
AS3786,"LG DACOM Corporation,LGDACOM",KR,1,4,-3
AS4181,"TDS TELECOM,TDS-AS",US,1,0,1
AS4230,"CLARO S.A.,",BR,1,2,-1
AS4515,"PCCW IMS Limited,ERX-STAR",HK,1,2,-1
AS18211,"Nomura India Services Pvt Ltd,NOMURAINDIA-AS-AP",IN,1,0,1
AS40564,"""VOCOM International Telecommunication,VOCOM-LAX-QUINBY-1",US,1,0,1
AS133948,"DONGFONG INC LIMITED,DIL-AS-AP",HK,1,0,1
AS134700,"Sinoycloud Limited,SINOYCLOUD-AS-AP",HK,1,0,1
AS135391,"AOFEI DATA INTERNATIONAL COMPANY LIMITED,AOFEI-HK",HK,1,1,0
AS137794,"Dahe tianchi (Beijing) network co. LTD,Dahe-network",CN,1,0,1
AS4844,"SuperInternet Access Pte Ltd,SUPERINTERNET-AS-AP",SG,1,4,-3
AS5413,"Daisy Corporate Services Trading Ltd,AS5413",GB,1,0,1
AS5511,"Orange S.A.,Opentransit",FR,1,2,-1
AS5650,"""Frontier Communications of America,FRONTIER-FRTR",US,1,0,1
AS6461,"Zayo Bandwidth,ZAYO-6461",US,1,4,-3
AS6762,"Telecom Italia Sparkle S.p.A.,SEABONE-NET",IT,1,4,-3
AS7018,"""AT&T Services,ATT-INTERNET4",US,1,3,-2
AS34553,"Nathan Sales,NATESALES",US,1,0,1
AS7497,"Beijing Primezone Technologies Inc.,CSTNET-AS-AP",CN,1,0,1
AS22335,"Metropolitan Research and Education Network,MREN",US,1,0,1
AS134176,"Rainbow network limited,RAIBOW-AS-AP",HK,1,3,-2
AS8095,"""Netvalue,NETVALUE",US,1,0,1
AS8100,"QuadraNet Enterprises LLC,ASN-QUADRANET-GLOBAL",US,1,1,0
AS8218,"Zayo France SAS,NEO-ASN",FR,1,3,-2
AS8468,"Cityfibre Limited,ENTANET",GB,1,1,0
AS8607,"Digital Space Group Limited,TIMICO",GB,1,0,1
AS8966,"Emirates Telecommunications Corporation,Etisalat-AS",AE,1,2,-1
AS9299,"Philippine Long Distance Telephone Co.,IPG-AS-AP",PH,1,2,-1
AS9318,"SK Broadband Co Ltd,SKB-AS",KR,1,4,-3
AS9381,"HKBN Enterprise Solutions HK Limited,HKBNES-AS-AP",HK,1,2,-1
AS2527,"Sony Network Communications Inc.,So-net",JP,1,0,1
AS2687,"""AT&T Global Network Services,ATGS-MMD-AS",US,1,1,0
AS19996,"CoreSite,ANY2-RS-WEST",US,1,4,-3
AS23661,"""CLARA ONLINE,CLARAONLINE",JP,1,0,1
AS24298,"Apollo Global Corporation,apolloglobal-ph",PH,1,0,1
AS31500,"Global Network Management Inc,GLOBALNET-AS",AG,1,4,-3
AS33717,"""Chunghwa Telecom Global,CHT-GLOBAL",US,1,0,1
AS38082,"""True International Gateway Co.,IIT-TIG-AS-AP",TH,1,3,-2
AS38321,"interTouch Pte. Ltd.,DOCOMOINTERTOUCH-HQ",SG,1,0,1
AS39326,"HighSpeed Office Limited,HSO-GROUP",GB,1,0,1
AS40065,"CNSERVERS LLC,CNSERVERS",US,1,4,-3
AS45580,"Omitech Int,OMITECHINT-PH",PH,1,1,0
AS45593,"Straits Technologies Ltd,STRAITSTECH-PH",PH,1,0,1
AS45758,"Triple T Broadband Public Company Limited,TTBP-AS-AP",TH,1,1,0
AS55303,"""Eagle Sky Co.,EAGLENET-AP",BZ,1,1,0
AS55464,"Miller Ford Technology Pte Ltd,MILLERFORD-SG",SG,1,0,1
AS58430,"""TCC Technology Co.,NDM-AS-AP",TH,1,0,1
AS58523,"Miller Ford Technology Pte Ltd,MILLERFORD-SG",SG,1,0,1
AS131933,"""TAMA Television Co.,TTV-NET",JP,1,0,1
AS131959,"YOU Communications Corporation,YOUTV",JP,1,0,1
AS132132,"Republic Telecom,REPUBLICTELECOM-SG",SG,1,0,1
AS132829,"Nevigate Communications (S) Pte Ltd,NCPL-AS-AP",SG,1,0,1
AS133858,"""MAYFAIR INTERNATIONAL TECHNOLOGIES,MAYFAIR-AS",PH,1,1,0
AS134346,"Gainlot International Co. Ltd,GICL-AS-AP",PH,1,0,1
AS135062,"FINE BRAVERY (HONG KONG) LIMITED,FBKL-AS-AP",HK,1,0,1
AS208770,"Greacon Limited,im-greacon",IM,1,2,-1
AS203391,"Cloud DNS Ltd,CLOUDNSNET",BG,1,0,1
AS16477,"ACNIELSEN,ACNIELSEN-AS",US,1,0,1
AS25152,"Reseaux IP Europeens Network Coordination Centre (RIPE NCC),K-ROOT-SERVER",NL,1,0,1
AS64078,"Star Framework Co.,STARFRAMEWORKCO",HK,1,0,1
AS140951,"IPTP LIMITED,IPTP",HK,1,0,1
AS10241,"""Options & Choices,OCI",US,1,1,0
AS11051,"""Evocative,CYBERVERSE",US,1,0,1
AS12389,"PJSC Rostelecom,ROSTELECOM-AS",RU,1,4,-3
AS2635,"""Automattic,AUTOMATTIC",US,1,0,1
AS9269,"Hong Kong Broadband Network Ltd,HKBN-AS-AP",HK,1,3,-2
AS13150,"CATO NETWORKS LTD,CATON",IL,1,1,0
AS38090,"pearlabyss,PEARLABYSS-AS-KR",KR,1,0,1
AS51747,"Internet Vikings International AB,INTERNETBOLAGET",SE,1,0,1
AS55256,"Netskope Inc,NETSKOPE",US,1,0,1
AS55329,"Telcotech Ltd,TELCOTECH-KH",KH,1,5,-4
AS55497,"""Blizzard Entertainment,BLIZZARD-AP",US,1,0,1
AS63199,"""CDS Global Cloud Co.,CDSC-AS1",US,1,2,-1
AS63928,"Freecomm Hong Kong Limited,FREECOMM-AS-AP",HK,1,3,-2
AS136041,"""Singapore Telecom,CONNECTPLUS-AS-AP",SG,1,0,1
AS137922,"IBOSS Inc.,IBOSS-AS-AP",US,1,0,1
AS138995,"Antbox Networks Limited,ANTBOX1-AS-AP",HK,1,1,0
AS139729,"Advance G Advertising Services,AGAS-AS-AP",PH,1,0,1
AS141158,"HIERO7 (M) SDN. BHD.,HSB-AS-AP",MY,1,0,1
AS206804,"EstNOC OY,EstNOC-GLOBAL",EE,1,0,1
AS22787,"""Arris Group,ARRIS",US,1,0,1
AS133741,"Waka Kotahi NZ Transport Agency,WKNTA-AS-AP",NZ,1,0,1
AS18250,"GEEK NETWORKS PTY LIMITED,GEEK-AS-AP",AU,1,0,1
AS20860,"IOMART CLOUD SERVICES LIMITED,IOMART-AS",GB,1,0,1
