3307,5,0,5
3308,5,0,5
3312,2,0,2
3313,2,0,2
3314,1,0,1
3315,2,1,1
3316,7,6,1
3319,1,0,1
3320,17,6,11
3323,1,0,1
3324,3,0,3
3325,1,0,1
3326,1,0,1
3327,2,1,1
3328,6,2,4
3329,1,0,1
3330,2,0,2
3332,1,0,1
3333,9,6,3
3334,2,0,2
3335,1,1,0
3336,6,1,5
3338,1,0,1
3339,5,0,5
3340,6,0,6
3342,2,0,2
3343,15,1,14
3344,7,2,5
3346,1,0,1
3350,1,0,1
3352,10,0,10
3353,2,1,1
3354,5,2,3
3356,16,11,5
3358,1,0,1
3359,1,0,1
3360,1,0,1
3361,4,1,3
3362,1,0,1
3363,3,0,3
3364,1,0,1
3365,2,0,2
3366,2,0,2
3368,2,0,2
3378,1,0,1
3379,2,0,2
3380,1,0,1
3381,2,1,1
3384,15,0,15
3386,2,0,2
3388,1,0,1
3389,2,1,1
3390,1,0,1
3392,2,0,2
3393,2,0,2
3394,2,0,2
3402,3,0,3
3403,1,0,1
3404,4,1,3
3405,1,0,1
3407,8,4,4
3409,2,0,2
3421,1,0,1
3424,2,0,2
3426,3,1,2
3428,2,0,2
3429,3,0,3
3431,1,0,1
3447,5,0,5
3448,2,0,2
3449,2,0,2
3450,3,0,3
3451,1,0,1
3452,1,0,1
3454,1,0,1
3458,1,0,1
3460,1,0,1
3462,4,1,3
3463,6,2,4
3464,4,0,4
3479,3,0,3
3480,1,0,1
3484,2,0,2
3488,2,0,2
3491,42,9,33
3492,1,0,1
3493,5,0,5
3502,2,0,2
3505,3,0,3
3506,3,0,3
3508,5,0,5
3510,1,0,1
3512,1,0,1
3513,2,0,2
3527,3,0,3
3542,1,0,1
3548,1,0,1
3549,16,5,11
3550,3,0,3
3554,3,0,3
3555,1,0,1
3557,4,1,3
3559,13,0,13
3561,567,43,524
3563,4,1,3
3564,5,1,4
3566,2,0,2
3567,2,0,2
3571,1,0,1
3575,2,0,2
3576,6,0,6
3577,3,0,3
3578,2,0,2
3581,1,0,1
3582,2,1,1
3586,1,0,1
3588,2,0,2
3591,1,0,1
3593,2,0,2
3594,1,0,1
3596,2,0,2
3597,1,0,1
3599,1,0,1
3602,17,0,17
3603,2,0,2
3605,1,0,1
3608,4,0,4
3614,4,0,4
3615,1,0,1
3616,1,0,1
3628,1,0,1
3629,1,0,1
3632,7,1,6
3640,1,0,1
3661,1,0,1
3662,10,0,10
3663,1,0,1
3669,2,0,2
3670,1,0,1
3671,1,0,1
3672,2,0,2
3674,4,0,4
3676,2,0,2
3677,1,0,1
3680,1,0,1
3700,2,0,2
3701,7,1,6
3703,4,0,4
3705,1,0,1
3708,1,0,1
3714,1,0,1
3718,1,0,1
3720,9,3,6
3722,2,0,2
3725,1,0,1
3727,2,0,2
3728,2,0,2
3733,2,0,2
3734,3,0,3
3735,2,0,2
3737,1,0,1
3739,4,0,4
3741,9,1,8
3742,6,0,6
3743,1,0,1
3746,1,0,1
3748,1,0,1
3749,3,0,3
3751,2,0,2
3753,1,0,1
3757,1,0,1
3758,6,0,6
3761,3,0,3
3763,5,2,3
3764,4,0,4
3766,1,0,1
3768,4,0,4
3770,3,0,3
3776,3,0,3
3782,1,0,1
3783,1,0,1
3784,1,0,1
3786,14,0,14
3789,7,1,6
3790,3,0,3
3791,2,0,2
3796,3,0,3
3799,1,0,1
3801,3,0,3
3803,5,0,5
3804,2,0,2
3807,1,0,1
3812,1,0,1
3813,1,0,1
3814,1,0,1
3815,1,0,1
3817,3,0,3
3819,1,0,1
3820,2,0,2
3824,2,0,2
3831,4,0,4
3833,2,0,2
3836,1,1,0
3838,5,0,5
3839,2,0,2
3844,3,0,3
3845,1,0,1
3846,1,0,1
3847,53,30,23
3850,1,0,1
3851,1,0,1
3855,1,0,1
3857,5,1,4
3859,1,0,1
3861,1,0,1
3862,1,0,1
3863,1,0,1
3864,1,0,1
3865,1,0,1
3866,1,0,1
3867,1,0,1
3868,1,0,1
3869,1,0,1
3870,1,0,1
3871,1,0,1
3873,1,0,1
3874,1,0,1
3875,1,0,1
3876,1,0,1
3877,1,0,1
3878,1,0,1
3879,1,0,1
3880,1,0,1
3881,1,0,1
3882,1,0,1
3883,1,0,1
3884,1,0,1
3885,1,0,1
3886,1,0,1
3887,1,0,1
3888,1,0,1
3889,1,0,1
3890,1,0,1
3891,1,0,1
3892,1,0,1
3893,1,0,1
3894,1,0,1
3895,1,0,1
3899,1,0,1
3900,2,0,2
3903,1,0,1
3904,1,0,1
3905,2,1,1
3909,4,1,3
3911,1,0,1
3912,3,0,3
3914,7,3,4
3915,19,5,14
3925,2,0,2
3931,1,0,1
3932,8,5,3
3937,3,0,3
3940,3,1,2
3950,1,0,1
3951,24,10,14
3956,1,0,1
3957,2,0,2
3962,1,0,1
3963,4,2,2
3964,1,0,1
3967,17,9,8
3970,1,0,1
3976,8,1,7
3994,1,0,1
3996,1,0,1
3999,1,0,1
4000,57,11,46
4001,4,1,3
4002,3,0,3
4003,29,1,28
4004,26,1,25
4005,22,1,21
4006,14,10,4
4010,3,0,3
4015,2,0,2
4017,1,0,1
4039,2,0,2
4040,3,0,3
4043,1,0,1
4045,2,0,2
4052,2,0,2
4057,1,0,1
4058,8,1,7
4060,5,0,5
4125,1,0,1
4128,1,0,1
4129,3,0,3
4130,1,0,1
4133,2,0,2
4134,7,0,7
4136,4,1,3
4137,1,0,1
4143,1,0,1
4148,1,0,1
4150,2,0,2
4151,3,0,3
4158,1,0,1
4167,3,0,3
4178,2,1,1
4181,2,0,2
4183,10,6,4
4187,2,0,2
4189,2,0,2
4191,1,0,1
4193,1,0,1
4195,2,0,2
4197,3,1,2
4198,2,0,2
4200,82,12,70
4201,2,0,2
4203,2,0,2
4205,4,0,4
4208,4,0,4
4211,2,1,1
4213,2,0,2
4214,1,0,1
4215,1,0,1
4216,1,0,1
4217,1,0,1
4219,1,0,1
4221,1,0,1
4222,3,1,2
4223,1,0,1
4230,13,0,13
4231,4,0,4
4232,1,0,1
4239,1,0,1
4243,1,0,1
4247,1,0,1
4251,2,0,2
4252,1,0,1
4257,2,0,2
4258,3,0,3
4259,4,0,4
4261,3,0,3
4262,1,0,1
4263,1,0,1
4269,3,0,3
4270,3,0,3
4271,1,0,1
4274,1,0,1
4277,1,0,1
4278,2,0,2
4279,2,0,2
4281,1,0,1
4283,1,0,1
4284,1,0,1
4285,1,0,1
4286,1,0,1
4292,1,0,1
4293,1,0,1
4306,3,0,3
4309,3,0,3
4310,2,0,2
4314,3,0,3
4319,2,0,2
4327,2,0,2
4352,4,0,4
4354,2,0,2
4355,2,0,2
4356,1,0,1
4358,4,1,3
4359,1,0,1
4364,2,0,2
4366,1,0,1
4372,2,0,2
4373,3,1,2
4374,3,0,3
4376,2,0,2
4377,1,0,1
4386,1,1,0
4387,1,0,1
4390,2,0,2
4393,2,0,2
4433,4,0,4
4434,1,0,1
4436,12,8,4
4437,1,0,1
4444,1,0,1
4452,2,0,2
4454,3,0,3
4456,1,0,1
4459,4,1,3
4465,1,0,1
4470,2,0,2
4472,2,0,2
4475,1,0,1
4480,1,0,1
4481,1,0,1
4482,1,0,1
4483,1,0,1
4484,1,0,1
4485,1,0,1
4486,1,0,1
4487,1,0,1
4488,1,0,1
4489,1,0,1
4490,1,0,1
4492,2,0,2
4493,1,0,1
4495,13,0,13
4496,2,0,2
4509,2,0,2
4511,2,0,2
4513,4,1,3
4515,5,0,5
4519,1,0,1
4521,1,0,1
4527,4,2,2
4528,1,0,1
4534,11,0,11
4535,3,0,3
4538,2,0,2
4539,1,0,1
4540,8,3,5
4543,1,0,1
4544,11,9,2
4546,1,0,1
4550,3,0,3
4554,1,0,1
4557,4,0,4
4565,17,11,6
4568,1,0,1
4573,1,0,1
4574,2,0,2
4583,5,1,4
4587,2,0,2
4589,5,2,3
4592,1,0,1
4595,1,0,1
4596,2,0,2
4599,3,0,3
4600,3,0,3
4605,1,0,1
4608,1,0,1
4609,3,0,3
4610,1,0,1
4611,1,0,1
4614,2,0,2
4616,1,0,1
4617,1,0,1
4618,2,0,2
4619,1,0,1
4621,2,0,2
4622,1,0,1
4623,4,0,4
4624,1,0,1
4627,1,0,1
4628,2,0,2
4630,2,0,2
4631,4,0,4
4634,1,0,1
4637,31,1,30
4639,1,0,1
4641,1,0,1
4642,2,0,2
4643,1,0,1
4644,1,0,1
4645,3,0,3
4646,1,0,1
4647,1,0,1
4648,3,0,3
4650,1,0,1
4651,9,0,9
4652,2,0,2
4654,1,0,1
4655,1,0,1
4656,1,0,1
4657,2,0,2
4658,1,0,1
4660,2,0,2
4662,2,0,2
4663,1,0,1
4665,1,0,1
4666,2,0,2
4668,1,0,1
4669,2,0,2
4670,1,0,1
4672,1,0,1
4673,4,1,3
4675,2,0,2
4677,3,1,2
4678,2,1,1
4680,3,1,2
4681,3,1,2
4682,4,1,3
4683,1,0,1
4684,1,0,1
4685,2,0,2
4686,2,1,1
4688,2,0,2
4689,1,0,1
4691,3,1,2
4692,2,0,2
4693,3,0,3
4694,14,3,11
4695,2,0,2
4696,1,0,1
4698,2,0,2
4700,2,0,2
4702,3,1,2
4703,2,0,2
4704,4,1,3
4705,1,0,1
4706,1,0,1
4707,1,0,1
4708,1,0,1
4709,2,0,2
4710,2,0,2
4711,3,0,3
4713,4,0,4
4716,4,0,4
4717,4,0,4
4719,1,0,1
4720,2,0,2
4722,6,0,6
4723,1,0,1
4724,2,0,2
4725,9,0,9
4727,2,0,2
4728,2,0,2
4729,2,0,2
4730,2,1,1
4732,2,0,2
4733,1,0,1
4736,3,0,3
4738,1,0,1
4739,2,0,2
4740,2,0,2
4741,1,0,1
4742,3,0,3
4744,2,0,2
4745,1,0,1
4747,1,0,1
4748,1,0,1
4749,1,0,1
4750,2,0,2
4755,4,0,4
4757,1,0,1
4759,2,0,2
4760,3,0,3
4761,6,0,6
4762,2,0,2
4763,3,0,3
4764,1,0,1
4765,5,0,5
4766,5,0,5
4767,2,0,2
4768,4,0,4
4773,1,0,1
4774,12,1,11
4775,2,0,2
4776,2,0,2
4777,2,0,2
4778,8,0,8
4779,2,1,1
4780,8,2,6
4783,2,1,1
4786,3,0,3
4787,2,0,2
4788,3,1,2
4790,3,0,3
4791,3,0,3
4792,3,0,3
4793,1,0,1
4794,1,0,1
4795,1,0,1
4796,1,0,1
4797,1,0,1
4798,1,0,1
4799,2,0,2
4800,1,0,1
4801,2,0,2
4802,1,0,1
4803,2,0,2
4804,1,0,1
4805,5,0,5
4807,1,0,1
4808,1,0,1
4810,1,0,1
4853,1,0,1
4854,3,0,3
4855,1,0,1
4857,1,0,1
4860,1,0,1
4861,2,0,2
4908,1,0,1
4911,3,0,3
4912,3,0,3
4913,2,0,2
4922,1,0,1
4923,5,0,5
4926,21,0,21
4927,1,0,1
4940,3,0,3
4946,1,0,1
4947,1,0,1
4952,1,0,1
4957,2,0,2
4958,2,0,2
4959,3,0,3
4963,2,0,2
4966,1,0,1
4967,2,0,2
4968,3,0,3
4969,18,13,5
4979,2,0,2
4982,2,0,2
4983,3,0,3
4984,3,0,3
4989,1,0,1
4993,1,0,1
4996,1,0,1
4999,1,0,1
5000,9,6,3
5002,2,0,2
5003,4,0,4
5004,1,0,1
5006,11,0,11
5009,3,0,3
5011,1,0,1
5024,2,0,2
5033,2,0,2
5041,2,0,2
5046,2,0,2
5048,2,1,1
5049,3,0,3
5050,8,0,8
5051,2,0,2
5056,2,0,2
5058,1,0,1
5071,1,0,1
5072,1,0,1
5074,1,0,1
5075,1,0,1
5076,2,0,2
5078,2,0,2
5081,1,0,1
5085,1,0,1
5088,2,0,2
5089,5,3,2
5095,1,0,1
5097,6,0,6
5099,1,0,1
5101,2,0,2
5105,1,0,1
5106,1,0,1
5107,1,0,1
5109,2,0,2
5119,3,0,3
5188,1,0,1
5200,1,0,1
5202,1,0,1
5203,1,1,0
5205,1,0,1
5206,1,0,1
5207,1,0,1
5208,1,0,1
5209,1,0,1
5210,1,0,1
5211,1,0,1
5212,1,0,1
5213,1,0,1
5214,1,0,1
5215,1,0,1
5217,1,0,1
5218,1,0,1
5220,1,0,1
5221,1,0,1
5232,1,0,1
5234,1,0,1
5235,1,0,1
5240,1,0,1
5241,1,0,1
5248,2,1,1
5251,1,0,1
5256,1,0,1
5303,3,0,3
5309,1,0,1
5323,1,0,1
5324,1,0,1
5339,1,0,1
5377,14,2,12
5378,30,22,8
5379,1,0,1
5380,3,0,3
5381,1,0,1
5382,2,0,2
5384,2,0,2
5385,2,0,2
5387,1,0,1
5388,10,5,5
5389,4,2,2
5390,9,5,4
5391,2,0,2
5392,1,0,1
5393,1,0,1
5394,1,0,1
5395,1,0,1
5396,2,0,2
5397,1,0,1
5398,3,0,3
5399,1,0,1
5400,22,4,18
5401,2,0,2
5402,2,0,2
5403,5,0,5
5405,4,0,4
5407,4,0,4
5408,9,1,8
5409,4,1,3
5410,4,0,4
5412,4,0,4
5413,61,51,10
5414,1,0,1
5415,9,0,9
5416,2,0,2
5417,10,1,9
5418,6,3,3
5421,1,1,0
5422,2,0,2
5423,1,0,1
5424,1,0,1
5425,1,0,1
5426,3,0,3
5427,3,1,2
5428,1,0,1
5429,1,0,1
5430,4,0,4
5431,1,0,1
5432,1,0,1
5433,1,0,1
5434,3,1,2
5435,1,0,1
5436,2,0,2
5441,7,0,7
5442,1,0,1
5443,2,0,2
5444,2,1,1
5445,4,1,3
5446,2,1,1
5447,1,0,1
5448,2,0,2
5449,1,0,1
5450,1,0,1
5451,2,1,1
5455,2,0,2
5456,1,0,1
5457,1,0,1
5459,40,38,2
5462,13,8,5
5463,2,0,2
5465,1,0,1
5466,3,1,2
5467,1,0,1
5468,1,1,0
5469,1,0,1
5470,2,0,2
5471,1,1,0
5474,1,0,1
5479,1,0,1
5480,1,0,1
5481,3,0,3
5482,2,0,2
5483,12,0,12
5484,4,0,4
5486,2,0,2
5490,2,0,2
5491,5,1,4
5492,1,0,1
5494,1,0,1
5495,1,0,1
5496,5,3,2
5498,1,0,1
5499,4,0,4
5500,1,0,1
5501,2,1,1
5502,1,0,1
5503,2,0,2
5505,1,0,1
5506,1,0,1
5509,3,0,3
5510,4,0,4
5511,3,0,3
5512,1,0,1
5513,1,0,1
5516,1,0,1
5517,2,0,2
5518,1,0,1
5519,7,2,5
5520,1,0,1
5521,1,0,1
5522,3,0,3
5532,2,0,2
5533,2,0,2
5535,1,0,1
5536,1,0,1
5537,1,0,1
5539,6,0,6
5540,2,0,2
5543,1,0,1
5547,1,0,1
5548,2,0,2
5549,4,1,3
5551,8,2,6
5553,1,0,1
5554,2,0,2
5556,8,2,6
5557,4,2,2
5558,1,0,1
5559,4,0,4
5560,1,0,1
5561,3,0,3
5563,1,0,1
5564,3,0,3
5565,1,0,1
5567,1,0,1
5568,15,14,1
5569,1,0,1
5571,4,2,2
5572,2,0,2
5573,1,0,1
5577,2,0,2
5578,1,0,1
5580,3,0,3
5582,1,0,1
5583,6,0,6
5586,1,0,1
5587,2,0,2
5588,1,0,1
5589,1,0,1
5590,5,2,3
5592,1,1,0
5594,3,0,3
5595,2,0,2
5596,1,0,1
5597,1,0,1
5598,1,0,1
5599,2,1,1
5600,2,0,2
5603,2,0,2
5604,2,1,1
5606,1,0,1
5607,5,1,4
5609,1,0,1
5610,2,0,2
5611,3,0,3
5612,1,0,1
5615,3,0,3
5617,9,1,8
5618,3,0,3
5619,1,0,1
5620,1,0,1
5621,3,2,1
5622,3,0,3
5623,6,0,6
5625,1,0,1
5627,1,1,0
5628,2,0,2
5629,1,0,1
5630,2,0,2
5631,2,0,2
5632,12,2,10
5637,2,1,1
5639,1,0,1
5641,3,0,3
5645,2,0,2
5646,52,11,41
5648,2,0,2
5650,19,0,19
5651,5,0,5
5652,2,0,2
5653,2,0,2
5655,2,0,2
5656,3,0,3
5661,1,0,1
5662,4,0,4
5666,2,0,2
5668,1,0,1
5669,7,4,3
5671,3,1,2
5672,6,1,5
5673,8,0,8
5674,1,0,1
5675,1,0,1
5676,5,1,4
5677,1,0,1
5678,2,0,2
5679,1,0,1
5682,2,1,1
5683,35,5,30
5684,2,0,2
5687,3,0,3
5688,2,0,2
5689,1,0,1
5691,2,0,2
5692,1,0,1
5693,5,2,3
5696,55,10,45
5697,1,0,1
5698,2,0,2
5700,2,0,2
5702,2,0,2
5703,1,0,1
5704,1,0,1
5705,3,0,3
5706,1,0,1
5710,4,1,3
5712,2,0,2
5713,9,0,9
5714,3,0,3
5715,1,0,1
5719,1,0,1
5723,1,0,1
5726,4,0,4
5727,13,1,12
5730,1,0,1
5731,1,0,1
5736,2,0,2
5737,5,0,5
5738,4,0,4
5739,1,0,1
5742,1,0,1
5743,1,0,1
5745,1,0,1
5746,2,0,2
5749,2,0,2
5750,2,0,2
5754,2,0,2
5755,1,0,1
5756,4,0,4
5760,3,0,3
5761,4,0,4
5762,1,0,1
5763,2,0,2
5765,2,0,2
5767,2,0,2
5768,2,0,2
5769,1,0,1
5771,4,0,4
5772,2,0,2
5773,2,0,2
5774,1,0,1
5778,3,0,3
5779,3,0,3
5784,1,0,1
5786,1,0,1
5788,1,0,1
5789,1,0,1
5790,1,0,1
