United States,582607
Spain,169496
Italy,159516
Germany,130072
France,98076
United Kingdom,88621
China,83696
Iran,73303
Turkey,61049
Belgium,30789
Netherlands,26551
Switzerland,25688
Canada,25681
Brazil,22169
Russia,18328
Portugal,16934
Austria,13999
Israel,11586
Sweden,10948
Ireland,10647
Korea,10564
India,10363
Japan,7693
Chile,7525
Peru,7519
Ecuador,7466
Poland,6934
Romania,6633
Norway,6547
Australia,6359
Denmark,6318
Czech Republic,6022
Pakistan,5374
Mexico,5014
Saudi Arabia,4934
Philippines,4932
Malaysia,4817
United Arab Emirates,4521
Indonesia,4241
Republic of Serbia,4054
Luxembourg,3292
Panama,3234
Qatar,3231
Ukraine,3102
Finland,3064
Dominican Republic,2967
Singapore,2918
Colombia,2776
Thailand,2579
Belarus,2578
Argentina,2277
South Africa,2272
Egypt,2190
Greece,2145
Algeria,1914
Morocco,1763
Moldova,1712
Iceland,1711
Croatia,1660
Hungary,1458
Iraq,1378
Bahrain,1348
Estonia,1332
Kuwait,1300
Slovenia,1212
Azerbaijan,1148
New Zealand,1072
Lithuania,1062
Bosnia and Herzegovina,1046
Armenia,1039
Uzbekistan,998
Kazakhstan,979
Puerto Rico,897
North Macedonia,854
Cameroon,848
Bangladesh,803
Slovakia,769
Oman,727
Tunisia,726
Diamond Princess Cruise Ship,712
Bulgaria,685
Cuba,669
Afghanistan,665
Latvia,653
Andorra,646
Cyprus,633
Lebanon,632
Ivory Coast,626
Costa Rica,577
Ghana,566
Niger,548
Burkina Faso,515
Uruguay,512
Albania,467
Honduras,393
Jordan,391
Reunion,389
Malta,384
San Marino,356
Nigeria,343
Mauritius,324
Guinea,319
Bolivia,300
Djibouti,298
Senegal,291
Palestine,274
Georgia,266
Vietnam,265
Democratic Republic of the Congo,235
Isle of Man,226
SriLanka,214
Guernsey,209
Kenya,208
Bailiwick of Jersey,198
Faroe,184
Venezuela,171
Martinique,156
Guatemala,153
Brunei,136
Paraguay,134
Guam,133
Gibraltar,129
Republic of Rwanda,126
El Salvador,125
Mali,123
Kampuchea (Cambodia ),122
Trinidad and Tobago,112
Madagascar,106
Monaco,93
French Guiana,86
Liechtenstein,80
Togo,77
Gabon,75
Ethiopia,74
Jamaica,69
Barbados,68
Liberia,59
Uganda,54
Burma,53
French Polynesia,53
Cayman Is,53
Tanzania,46
Guyana,45
Bahamas,42
Benin,35
Sint Maarten,33
Haiti,31
Mongolia,30
Sudan,29
Libya,26
Somali,25
Syria,25
Antigua and Barbuda,21
The Republic of Equatorial Guinea,21
Mozambique,21
Grand Princess,21
Maldives,20
United Kingdom of Great Britain and Ireland,20
United Kingdom,20
Laos,19
Angola,19
Chad,18
Malawi,16
Fiji,16
Namibia,16
Swaziland,15
St.Lucia,15
Nepal,14
Zimbabwe,14
Belize,13
Botswana,13
Saint Vincent and the Grenadines,12
Central African Republic,11
Seychelles,11
Suriname,10
Sierra Leone,10
Gambia,9
Nicaragua,9
Status Civitatis Vaticanae,8
The Islamic Republic of Mauritania,7
Reunion Island,6
Kingdom of Bhutan,5
Sao Tome and Principe,4
Saint Barthelemy,3
Papua New Guinea,2
Northern Ireland,1
