20120101,13362
20120201,13401
20120301,13447
20120401,13517
20120501,13591
20120601,13649
20120701,13656
20120801,13675
20120901,13700
20121001,13728
20121101,13712
20121201,13750
20130101,13792
20130201,13879
20130301,13931
20130401,13994
20130501,14057
20130601,14100
20130701,14174
20130801,14185
20130901,14193
20131001,14224
20131101,14227
20131201,14432
20140401,14303
20140601,14368
20140701,14405
20140801,14446
20140901,14491
20141001,14501
20141101,14497
20141201,14499
20150101,14504
20150201,15070
20150501,15245
20150601,15321
20150701,15352
20150801,15398
20150901,15454
20151001,15502
20151101,15541
20151201,15578
20160101,15567
20160201,15637
20160301,15700
20160401,15713
20160501,15748
20160601,15799
20160701,15803
20160801,15845
20160901,15864
20161001,15885
20161101,15912
20161201,15956
20170101,15938
20170201,16010
20170301,16048
20170401,16073
20170501,16106
20170601,16111
20170701,16123
20170801,16166
20170901,16191
20171001,16243
20171101,16258
20171201,16290
20180101,16310
20180201,16335
20180301,16370
20180401,16406
20180501,16456
20180601,16467
20180701,16476
20180801,16501
20180901,16517
20181001,16574
20181101,16598
20181201,16645
20190101,16618
20190201,16683
20190301,16734
20190401,16781
20190501,16790
20190601,16820
20190701,16875
20190801,16919
20190901,16951
20191001,17030
20191101,17064
20191201,17114
20200101,17161
20200201,17217
20200401,17276
20200501,17343
20200601,17409
20200701,17425
20201001,17640
20201201,17687
20210101,17684
20210201,17750
20210301,17775
20210401,17810
20210501,17871
20210601,17896
20210701,17915
20210801,17961
20210901,18029
20211001,18039
20211101,18011
20211201,18021
20220101,18004
20220201,18088
20220301,18084
20220401,18101
20220501,18116
20220601,18108
20220701,18075
20220801,18106
20220901,18086
20221001,18068
