19980101,9
19980201,9
19980301,10
19980401,10
19980501,9
19980601,9
19980701,11
19980801,11
19980901,11
19981001,13
19981101,13
19981201,12
19990201,12
19990301,13
19990401,12
19990501,12
19990601,13
19990701,12
19990801,12
19990901,12
19991001,13
20000101,12
20000201,13
20000301,14
20000401,15
20000501,17
20000601,18
20000701,20
20000801,22
20000901,30
20001001,31
20001101,31
20001201,32
20010101,32
20010201,33
20010301,36
20010401,40
20010501,43
20010601,50
20010701,54
20010801,56
20010901,58
20011001,61
20011101,66
20011201,69
20020101,69
20020201,71
20020301,73
20020401,74
20020501,77
20020601,77
20020701,79
20020801,84
20020901,83
20021001,84
20021101,83
20021201,83
20030101,86
20030201,88
20030301,91
20030401,98
20030501,100
20030601,102
20030701,106
20030801,109
20030901,111
20031001,110
20031101,116
20031201,117
20040101,118
20040201,118
20040301,119
20040401,121
20040501,120
20040601,119
20040701,119
20040801,118
20040901,123
20041001,123
20041101,123
20041201,128
20050101,130
20050201,131
20050301,132
20050401,131
20050501,129
20050601,130
20050701,129
20050801,129
20050901,130
20051001,130
20051101,131
20051201,133
20060101,137
20060201,134
20060301,137
20060401,142
20060501,146
20060601,155
20060701,157
20060801,163
20060901,162
20061001,162
20061101,166
20061201,169
20070101,170
20070201,170
20070301,173
20070401,173
20070501,172
20070601,175
20070701,175
20070801,176
20070901,174
20071001,176
20071101,179
20071201,182
20080101,184
20080201,186
20080301,183
20080401,186
20080501,188
20080601,189
20080701,190
20080801,191
20080901,191
20081001,191
20081101,196
20081201,197
20090101,203
20090201,202
20090301,203
20090401,203
20090501,201
20090601,203
20090701,205
20090801,203
20090901,207
20091001,204
20091101,204
20091201,203
20100101,204
20100201,204
20100301,203
20100401,203
20100501,203
20100601,201
20100701,189
20100801,193
20100901,194
20101001,191
20101101,192
20101201,195
20110101,194
20110201,197
20110301,204
20110401,209
20110501,214
20110601,214
20110701,217
20110801,224
20110901,224
20111001,221
20111101,227
20111201,224
20120101,222
20120201,225
20120301,227
20120401,229
20120501,229
20120601,229
20120701,232
20120801,231
20120901,232
20121001,235
20121101,232
20121201,235
20130101,233
20130201,239
20130301,241
20130401,236
20130501,238
20130601,238
20130701,239
20130801,242
20130901,243
20131001,243
20131101,244
20131201,248
20140401,252
20140601,251
20140701,258
20140801,262
20140901,266
20141001,268
20141101,273
20141201,275
20150101,279
20150201,296
20150501,301
20150601,297
20150701,304
20150801,301
20150901,298
20151001,307
20151101,310
20151201,315
20160101,316
20160201,322
20160301,326
20160401,341
20160501,343
20160601,355
20160701,360
20160801,362
20160901,361
20161001,348
20161101,349
20161201,351
20170101,354
20170201,352
20170301,359
20170401,362
20170501,365
20170601,377
20170701,378
20170801,374
20170901,372
20171001,378
20171101,379
20171201,383
20180101,384
20180201,393
20180301,392
20180401,393
20180501,396
20180601,398
20180701,418
20180801,425
20180901,425
20181001,429
20181101,429
20181201,434
20190101,436
20190201,436
20190301,449
20190401,456
20190501,459
20190601,495
20190701,497
20190801,501
20190901,505
20191001,507
20191101,489
20191201,487
20200101,495
20200201,492
20200401,509
20200501,498
20200601,513
20200701,522
20201001,548
20201201,547
20210101,552
20210201,555
