新加坡, 180.210.206.51, 0%, 108
越南, 45.117.76.22, 0%, 91
马来西亚, 223.25.244.145, 0%, 165
泰国, 43.254.132.221, 0%, 170
韩国, 103.86.86.1, 0%, 102
日本, 133.130.115.224, 0%, 100
台湾, 218.32.21.1, 0%, 87
印度, 220.226.182.128, 0%, 325
土耳其, 185.125.32.29, 0%, 319
澳大利亚, 203.143.89.72, 0%, 349
蒙古, 43.231.113.234, 0%, 283
阿联酋, 185.93.245.1, 0%, 484
沙特, 46.151.213.205, 0%, 381
香港, 203.119.87.218, 0%, 238
英国, 46.17.63.250, 0%, 306
哈萨克斯坦, 91.185.5.197, 0%, 426
德国, 185.72.247.76, 0%, 332
乌克兰, 91.229.78.83, 0%, 234
荷兰, 103.136.40.107, 0%, 298
俄罗斯, 46.38.51.201, 0%, 182
意大利, 192.71.26.35, 0%, 302
芬兰, 185.87.108.247, 0%, 194
葡萄牙, 188.208.143.109, 0%, 280
美国, 45.35.23.120, 0%, 218
埃及, 41.215.240.13, 0%, 346
尼日利亚, 154.113.1.1, 0%, 340
肯尼亚, 62.12.114.67, 0%, 453
墨西哥, 143.255.57.1, 0%, 298
南非, 168.209.28.2, 0%, 440
巴西, 181.41.214.27, 0%, 390
智利, 190.105.239.70, 0%, 511
阿根廷, 200.55.240.23, 0%, 490
加拿大, 132.216.177.160, NONE, INFINITE
-, -, -, -
北京, 中国信息通信研究院, 联通, 114.242.249.13
