新加坡, 180.210.206.51, 0%, 77
印度, 220.226.182.128, 0%, 142
日本, 133.130.115.224, 0%, 58
韩国, 103.86.86.1, 0%, 54
蒙古, 43.231.113.234, 0%, 138
澳大利亚, 203.143.89.72, 0%, 169
哈萨克斯坦, 91.185.5.197, 0%, 253
台湾, 218.32.21.1, 0%, 57
土耳其, 185.125.32.29, 0%, 228
沙特, 46.151.213.205, 0%, 233
香港, 203.119.87.218, 0%, 81
荷兰, 103.136.40.107, 0%, 166
乌克兰, 91.229.78.83, 0%, 181
德国, 185.72.247.76, 0%, 191
英国, 46.17.63.250, 0%, 215
俄罗斯, 46.38.51.201, 0%, 113
葡萄牙, 188.208.143.109, 0%, 182
芬兰, 185.87.108.247, 0%, 169
意大利, 192.71.26.35, 0%, 263
埃及, 41.215.240.13, 0%, 280
墨西哥, 143.255.57.1, 0%, 216
加拿大, 132.216.177.160, 0%, 237
尼日利亚, 154.113.1.1, 0%, 269
智利, 190.105.239.70, 0%, 328
越南, 45.117.76.22, 2%, 95
美国, 45.35.23.120, 2%, 225
巴西, 181.41.214.27, 2%, 346
南非, 168.209.28.2, 2%, 488
泰国, 43.254.132.221, 4%, 102
马来西亚, 223.25.244.145, 4%, 181
阿联酋, 185.93.245.1, 6%, 409
肯尼亚, 62.12.114.67, 10%, 355
阿根廷, 200.55.240.23, 10%, 385
-, -, -, -
北京, 中国信息通信研究院, 电信, 106.38.3.249
