马来西亚, 223.25.244.145, 0%, 90
印度, 220.226.182.128, 0%, 140
日本, 133.130.115.224, 0%, 86
澳大利亚, 203.143.89.72, 0%, 170
新加坡, 180.210.206.51, 0%, 81
沙特, 46.151.213.205, 0%, 230
德国, 185.72.247.76, 0%, 194
台湾, 218.32.21.1, 0%, 72
蒙古, 43.231.113.234, 0%, 139
土耳其, 185.125.32.29, 0%, 222
哈萨克斯坦, 91.185.5.197, 0%, 251
香港, 203.119.87.218, 0%, 83
英国, 46.17.63.250, 0%, 219
乌克兰, 91.229.78.83, 0%, 205
葡萄牙, 188.208.143.109, 0%, 170
美国, 45.35.23.120, 0%, 211
墨西哥, 143.255.57.1, 0%, 228
意大利, 192.71.26.35, 0%, 264
南非, 168.209.28.2, 0%, 299
加拿大, 132.216.177.160, 0%, 243
巴西, 181.41.214.27, 0%, 335
阿根廷, 200.55.240.23, 0%, 317
韩国, 103.86.86.1, 0%, 45
俄罗斯, 46.38.51.201, 0%, 137
荷兰, 103.136.40.107, 0%, 166
智利, 190.105.239.70, 0%, 330
芬兰, 185.87.108.247, 0%, 194
埃及, 41.215.240.13, 1%, 291
尼日利亚, 154.113.1.1, 1%, 225
阿联酋, 185.93.245.1, 1%, 283
泰国, 43.254.132.221, 1%, 104
越南, 45.117.76.22, 2%, 128
肯尼亚, 62.12.114.67, 9%, 365
-, -, -, -
重庆, 航天云网, 电信, 106.38.3.249
